"","route","region","nyears","matssname"
"333",14,53,27,"bbs_rtrg_14_53"
"334",14,54,30,"bbs_rtrg_14_54"
"335",14,56,24,"bbs_rtrg_14_56"
"336",14,58,31,"bbs_rtrg_14_58"
"337",14,61,26,"bbs_rtrg_14_61"
"338",14,63,26,"bbs_rtrg_14_63"
"339",14,64,26,"bbs_rtrg_14_64"
"340",14,65,26,"bbs_rtrg_14_65"
"341",14,67,29,"bbs_rtrg_14_67"
"342",14,68,30,"bbs_rtrg_14_68"
"343",14,69,24,"bbs_rtrg_14_69"
"344",14,72,25,"bbs_rtrg_14_72"
"345",14,87,26,"bbs_rtrg_14_87"
"346",14,88,31,"bbs_rtrg_14_88"
"347",14,91,28,"bbs_rtrg_14_91"
"348",15,7,30,"bbs_rtrg_15_7"
"349",15,18,24,"bbs_rtrg_15_18"
"350",15,25,28,"bbs_rtrg_15_25"
"351",15,27,26,"bbs_rtrg_15_27"
"352",15,33,24,"bbs_rtrg_15_33"
"353",15,34,25,"bbs_rtrg_15_34"
"354",15,38,31,"bbs_rtrg_15_38"
"355",15,42,27,"bbs_rtrg_15_42"
"356",15,46,31,"bbs_rtrg_15_46"
"357",15,50,31,"bbs_rtrg_15_50"
"358",15,52,24,"bbs_rtrg_15_52"
"359",15,54,24,"bbs_rtrg_15_54"
"360",15,55,25,"bbs_rtrg_15_55"
"361",15,58,29,"bbs_rtrg_15_58"
"362",15,66,25,"bbs_rtrg_15_66"
"363",15,67,31,"bbs_rtrg_15_67"
"364",15,68,31,"bbs_rtrg_15_68"
"365",15,69,27,"bbs_rtrg_15_69"
"366",15,82,26,"bbs_rtrg_15_82"
"367",15,83,26,"bbs_rtrg_15_83"
"368",15,85,29,"bbs_rtrg_15_85"
"369",15,87,28,"bbs_rtrg_15_87"
"370",15,88,27,"bbs_rtrg_15_88"
"371",15,91,25,"bbs_rtrg_15_91"
"372",15,92,24,"bbs_rtrg_15_92"
"373",16,14,24,"bbs_rtrg_16_14"
"374",16,17,24,"bbs_rtrg_16_17"
"375",16,34,26,"bbs_rtrg_16_34"
"376",16,38,31,"bbs_rtrg_16_38"
"377",16,42,24,"bbs_rtrg_16_42"
"378",16,46,30,"bbs_rtrg_16_46"
"379",16,50,27,"bbs_rtrg_16_50"
"380",16,52,30,"bbs_rtrg_16_52"
"381",16,64,24,"bbs_rtrg_16_64"
"382",16,72,27,"bbs_rtrg_16_72"
"383",16,82,29,"bbs_rtrg_16_82"
"384",16,89,27,"bbs_rtrg_16_89"
"385",16,90,31,"bbs_rtrg_16_90"
"386",16,91,28,"bbs_rtrg_16_91"
"387",17,2,29,"bbs_rtrg_17_2"
"388",17,4,27,"bbs_rtrg_17_4"
"389",17,17,26,"bbs_rtrg_17_17"
"390",17,34,25,"bbs_rtrg_17_34"
"391",17,36,29,"bbs_rtrg_17_36"
"392",17,38,30,"bbs_rtrg_17_38"
"393",17,42,26,"bbs_rtrg_17_42"
"394",17,46,30,"bbs_rtrg_17_46"
"395",17,47,30,"bbs_rtrg_17_47"
"396",17,49,30,"bbs_rtrg_17_49"
"397",17,50,29,"bbs_rtrg_17_50"
"398",17,51,24,"bbs_rtrg_17_51"
"399",17,53,28,"bbs_rtrg_17_53"
"400",17,54,28,"bbs_rtrg_17_54"
"401",17,58,30,"bbs_rtrg_17_58"
"402",17,60,31,"bbs_rtrg_17_60"
"403",17,64,24,"bbs_rtrg_17_64"
"404",17,66,26,"bbs_rtrg_17_66"
"405",17,67,30,"bbs_rtrg_17_67"
"406",17,72,25,"bbs_rtrg_17_72"
"407",17,82,24,"bbs_rtrg_17_82"
"408",17,83,27,"bbs_rtrg_17_83"
"409",17,89,27,"bbs_rtrg_17_89"
"410",17,91,30,"bbs_rtrg_17_91"
"411",17,92,26,"bbs_rtrg_17_92"
"412",18,4,26,"bbs_rtrg_18_4"
"413",18,6,29,"bbs_rtrg_18_6"
"414",18,14,28,"bbs_rtrg_18_14"
"415",18,25,28,"bbs_rtrg_18_25"
"416",18,33,26,"bbs_rtrg_18_33"
"417",18,42,29,"bbs_rtrg_18_42"
"418",18,45,27,"bbs_rtrg_18_45"
"419",18,47,27,"bbs_rtrg_18_47"
"420",18,49,31,"bbs_rtrg_18_49"
"421",18,53,27,"bbs_rtrg_18_53"
"422",18,58,30,"bbs_rtrg_18_58"
"423",18,60,28,"bbs_rtrg_18_60"
"424",18,65,24,"bbs_rtrg_18_65"
"425",18,68,28,"bbs_rtrg_18_68"
"426",18,69,25,"bbs_rtrg_18_69"
"427",18,80,27,"bbs_rtrg_18_80"
"428",18,82,27,"bbs_rtrg_18_82"
"429",18,87,26,"bbs_rtrg_18_87"
"430",19,2,30,"bbs_rtrg_19_2"
"431",19,7,31,"bbs_rtrg_19_7"
"432",19,17,24,"bbs_rtrg_19_17"
"433",19,25,24,"bbs_rtrg_19_25"
"434",19,34,25,"bbs_rtrg_19_34"
"435",19,38,25,"bbs_rtrg_19_38"
"436",19,44,30,"bbs_rtrg_19_44"
"437",19,47,31,"bbs_rtrg_19_47"
"438",19,49,27,"bbs_rtrg_19_49"
"439",19,50,24,"bbs_rtrg_19_50"
"440",19,52,27,"bbs_rtrg_19_52"
"441",19,53,30,"bbs_rtrg_19_53"
"442",19,58,27,"bbs_rtrg_19_58"
"443",19,59,27,"bbs_rtrg_19_59"
"444",19,60,29,"bbs_rtrg_19_60"
"445",19,64,26,"bbs_rtrg_19_64"
"446",19,69,30,"bbs_rtrg_19_69"
"447",19,85,30,"bbs_rtrg_19_85"
"448",19,89,28,"bbs_rtrg_19_89"
"449",19,90,30,"bbs_rtrg_19_90"
"450",19,91,30,"bbs_rtrg_19_91"
"451",19,92,28,"bbs_rtrg_19_92"
"452",20,2,29,"bbs_rtrg_20_2"
"453",20,4,27,"bbs_rtrg_20_4"
"454",20,7,31,"bbs_rtrg_20_7"
"455",20,25,30,"bbs_rtrg_20_25"
"456",20,33,31,"bbs_rtrg_20_33"
"457",20,34,30,"bbs_rtrg_20_34"
"458",20,35,27,"bbs_rtrg_20_35"
"459",20,38,26,"bbs_rtrg_20_38"
"460",20,49,25,"bbs_rtrg_20_49"
"461",20,52,28,"bbs_rtrg_20_52"
"462",20,58,28,"bbs_rtrg_20_58"
"463",20,59,30,"bbs_rtrg_20_59"
"464",20,60,31,"bbs_rtrg_20_60"
"465",20,63,24,"bbs_rtrg_20_63"
"466",20,67,24,"bbs_rtrg_20_67"
"467",20,68,27,"bbs_rtrg_20_68"
"468",20,82,31,"bbs_rtrg_20_82"
"469",20,83,26,"bbs_rtrg_20_83"
"470",20,85,29,"bbs_rtrg_20_85"
"471",20,91,29,"bbs_rtrg_20_91"
"472",21,2,26,"bbs_rtrg_21_2"
"473",21,3,28,"bbs_rtrg_21_3"
"474",21,7,25,"bbs_rtrg_21_7"
"475",21,14,31,"bbs_rtrg_21_14"
"476",21,25,29,"bbs_rtrg_21_25"
"477",21,27,28,"bbs_rtrg_21_27"
"478",21,33,31,"bbs_rtrg_21_33"
"479",21,34,27,"bbs_rtrg_21_34"
"480",21,35,30,"bbs_rtrg_21_35"
"481",21,38,27,"bbs_rtrg_21_38"
"482",21,39,30,"bbs_rtrg_21_39"
"483",21,45,26,"bbs_rtrg_21_45"
"484",21,49,27,"bbs_rtrg_21_49"
"485",21,52,30,"bbs_rtrg_21_52"
"486",21,56,26,"bbs_rtrg_21_56"
"487",21,58,26,"bbs_rtrg_21_58"
"488",21,59,31,"bbs_rtrg_21_59"
"489",21,65,25,"bbs_rtrg_21_65"
"490",21,66,31,"bbs_rtrg_21_66"
"491",21,67,25,"bbs_rtrg_21_67"
"492",21,69,31,"bbs_rtrg_21_69"
"493",21,72,27,"bbs_rtrg_21_72"
"494",21,76,29,"bbs_rtrg_21_76"
"495",21,80,27,"bbs_rtrg_21_80"
"496",21,82,25,"bbs_rtrg_21_82"
"497",21,85,30,"bbs_rtrg_21_85"
"498",21,88,29,"bbs_rtrg_21_88"
"499",21,89,24,"bbs_rtrg_21_89"
"500",22,2,30,"bbs_rtrg_22_2"
"501",22,4,29,"bbs_rtrg_22_4"
"502",22,7,30,"bbs_rtrg_22_7"
"503",22,25,31,"bbs_rtrg_22_25"
"504",22,33,26,"bbs_rtrg_22_33"
"505",22,34,30,"bbs_rtrg_22_34"
"506",22,35,29,"bbs_rtrg_22_35"
"507",22,38,24,"bbs_rtrg_22_38"
"508",22,46,25,"bbs_rtrg_22_46"
"509",22,47,25,"bbs_rtrg_22_47"
"510",22,49,28,"bbs_rtrg_22_49"
"511",22,54,30,"bbs_rtrg_22_54"
"512",22,56,24,"bbs_rtrg_22_56"
"513",22,58,30,"bbs_rtrg_22_58"
"514",22,59,24,"bbs_rtrg_22_59"
"515",22,60,31,"bbs_rtrg_22_60"
"516",22,61,26,"bbs_rtrg_22_61"
"517",22,63,25,"bbs_rtrg_22_63"
"518",22,66,29,"bbs_rtrg_22_66"
"519",22,67,27,"bbs_rtrg_22_67"
"520",22,68,31,"bbs_rtrg_22_68"
"521",22,69,30,"bbs_rtrg_22_69"
"522",22,72,30,"bbs_rtrg_22_72"
"523",22,76,31,"bbs_rtrg_22_76"
"524",22,82,26,"bbs_rtrg_22_82"
"525",22,83,26,"bbs_rtrg_22_83"
"526",22,85,25,"bbs_rtrg_22_85"
"527",22,87,26,"bbs_rtrg_22_87"
"528",22,90,24,"bbs_rtrg_22_90"
"529",22,91,30,"bbs_rtrg_22_91"
"530",23,2,24,"bbs_rtrg_23_2"
"531",23,7,29,"bbs_rtrg_23_7"
"532",23,34,30,"bbs_rtrg_23_34"
"533",23,39,24,"bbs_rtrg_23_39"
"534",23,51,30,"bbs_rtrg_23_51"
"535",23,53,24,"bbs_rtrg_23_53"
"536",23,60,31,"bbs_rtrg_23_60"
"537",23,63,24,"bbs_rtrg_23_63"
"538",23,64,27,"bbs_rtrg_23_64"
"539",23,67,31,"bbs_rtrg_23_67"
"540",23,69,25,"bbs_rtrg_23_69"
"541",23,72,28,"bbs_rtrg_23_72"
"542",23,76,25,"bbs_rtrg_23_76"
"543",23,82,29,"bbs_rtrg_23_82"
"544",23,87,24,"bbs_rtrg_23_87"
"545",23,88,31,"bbs_rtrg_23_88"
"546",23,89,27,"bbs_rtrg_23_89"
"547",23,91,27,"bbs_rtrg_23_91"
"548",24,2,28,"bbs_rtrg_24_2"
"549",24,3,24,"bbs_rtrg_24_3"
"550",24,6,26,"bbs_rtrg_24_6"
"551",24,7,28,"bbs_rtrg_24_7"
"552",24,25,29,"bbs_rtrg_24_25"
"553",24,34,30,"bbs_rtrg_24_34"
"554",24,36,27,"bbs_rtrg_24_36"
"555",24,38,25,"bbs_rtrg_24_38"
"556",24,53,25,"bbs_rtrg_24_53"
"557",24,60,31,"bbs_rtrg_24_60"
"558",24,61,26,"bbs_rtrg_24_61"
"559",24,63,31,"bbs_rtrg_24_63"
"560",24,64,26,"bbs_rtrg_24_64"
"561",24,67,26,"bbs_rtrg_24_67"
"562",24,83,26,"bbs_rtrg_24_83"
"563",24,85,25,"bbs_rtrg_24_85"
"564",24,88,25,"bbs_rtrg_24_88"
"565",24,91,30,"bbs_rtrg_24_91"
"566",25,2,29,"bbs_rtrg_25_2"
"567",25,6,25,"bbs_rtrg_25_6"
"568",25,25,29,"bbs_rtrg_25_25"
"569",25,33,28,"bbs_rtrg_25_33"
"570",25,34,31,"bbs_rtrg_25_34"
"571",25,38,25,"bbs_rtrg_25_38"
"572",25,39,30,"bbs_rtrg_25_39"
"573",25,49,28,"bbs_rtrg_25_49"
"574",25,53,29,"bbs_rtrg_25_53"
"575",25,54,27,"bbs_rtrg_25_54"
"576",25,60,28,"bbs_rtrg_25_60"
"577",25,66,29,"bbs_rtrg_25_66"
"578",25,68,29,"bbs_rtrg_25_68"
"579",25,72,29,"bbs_rtrg_25_72"
"580",25,82,29,"bbs_rtrg_25_82"
"581",25,89,26,"bbs_rtrg_25_89"
"582",25,91,25,"bbs_rtrg_25_91"
