uid,nightuid,namedLocation,domainID,siteID,plotID,collectDate,endDate,samplingImpractical,samplingProtocolVersion,remarks,dataQF,publicationDate,release
45dced20-4f69-4ac2-ac3d-da87245e864a,A8B91DC4D3DF48E690CC5B0287E409A0,BART_007.mammalGrid.mam,D01,BART,BART_007,2014-05-28,2014-05-28,,,"",,20210113T180015Z,RELEASE-2021
f8769710-d85b-4f4d-9fc4-8efbf93236b7,D26FC247E61948068E1F16E1C2A0148C,BART_012.mammalGrid.mam,D01,BART,BART_012,2014-05-28,2014-05-28,,,"",,20210113T180015Z,RELEASE-2021
48a0b0a8-6e71-4b9e-b9d3-b8341bfae88b,4D6D7F1A63D24D2EB55447CB4CF4D235,BART_015.mammalGrid.mam,D01,BART,BART_015,2014-05-28,2014-05-28,,,"",,20210113T180015Z,RELEASE-2021
cf794a2a-46e9-408c-90f1-00d21552f066,E0990A172DB3483B9BBE03DC525C7295,BART_001.mammalGrid.mam,D01,BART,BART_001,2014-05-28,2014-05-28,,,"",,20210113T180015Z,RELEASE-2021
4ee689a8-0dc9-495e-b082-a35910af3f61,66D5819A18A8416580B6AD1CF010D00E,BART_012.mammalGrid.mam,D01,BART,BART_012,2014-05-29,2014-05-29,,,Bear destroyed many traps in grid,,20210113T180015Z,RELEASE-2021
e1613332-fe52-47a1-a7c9-764cfb29cb77,828E4DBF51FB4C70AF4619581DD606CA,BART_015.mammalGrid.mam,D01,BART,BART_015,2014-05-29,2014-05-29,,,"",,20210113T180015Z,RELEASE-2021
f261b271-e0a2-4515-961d-44ffbd98b456,0E44B84E37524E3E98BD7AF5D151D820,BART_007.mammalGrid.mam,D01,BART,BART_007,2014-05-29,2014-05-29,,,"",,20210113T180015Z,RELEASE-2021
096bb0fe-a478-41dd-959f-9fa53d96a658,0E328736B17445748B7A18E03CF4C587,BART_001.mammalGrid.mam,D01,BART,BART_001,2014-05-29,2014-05-29,,,"",,20210113T180015Z,RELEASE-2021
b9a0ede6-2b92-4920-b2ba-2718040d9c33,572ACCCB5D114B768782CF7359730846,BART_015.mammalGrid.mam,D01,BART,BART_015,2014-05-30,2014-05-30,,,"",,20210113T180015Z,RELEASE-2021
3f1f776c-1507-4644-a625-0d88c7ecb091,8828817745BF4EA2B37DBA0345D9D9CC,BART_007.mammalGrid.mam,D01,BART,BART_007,2014-05-30,2014-05-30,,,"",,20210113T180015Z,RELEASE-2021
6614babd-71a6-498b-a838-3c0dd8d38762,14B0B93E14A94A4C82A6A4C46E507A82,BART_001.mammalGrid.mam,D01,BART,BART_001,2014-05-30,2014-05-30,,,"",,20210113T180015Z,RELEASE-2021
c9df21b8-853c-46ef-9613-7f1ae78073a4,4A8D0E622AB74C79A881B2E03E22BC87,BART_001.mammalGrid.mam,D01,BART,BART_001,2014-06-28,2014-06-28,,"","",,20210113T180025Z,RELEASE-2021
40108701-3a04-4534-b8bc-848c78b38844,3A20629AE9AB4794A324E67A0551501C,BART_062.mammalGrid.mam,D01,BART,BART_062,2014-06-28,2014-06-28,,NEON.DOC.000481vD,"",,20210113T180025Z,RELEASE-2021
3743d905-06f6-4f02-85be-9723e3869189,C5A2F5A380D244C18FC53B462B8C86D5,BART_012.mammalGrid.mam,D01,BART,BART_012,2014-06-28,2014-06-28,,"","",,20210113T180025Z,RELEASE-2021
e7e5348d-cdcc-4fe5-9945-a0b252a5dec4,59A1B1308AA649F18CA982168D92947E,BART_012.mammalGrid.mam,D01,BART,BART_012,2014-06-29,2014-06-29,,"","",,20210113T180025Z,RELEASE-2021
787543d5-db78-4d6a-99f0-7a33ce641a9c,E59ACCF41F62444A94E41B5AF3DF75F7,BART_062.mammalGrid.mam,D01,BART,BART_062,2014-06-29,2014-06-29,,NEON.DOC.000481vD,"",,20210113T180025Z,RELEASE-2021
48eb1f93-c20b-41db-9fd6-74a1edbe8eb3,D36F1B6D76E540C19BC41BC83B3416E8,BART_001.mammalGrid.mam,D01,BART,BART_001,2014-06-29,2014-06-29,,"","",,20210113T180025Z,RELEASE-2021
054b3b1a-14ef-478f-8509-94ec30b6ddf1,CDE6848DCA96467A8602C51DCEDCCCF0,BART_012.mammalGrid.mam,D01,BART,BART_012,2014-06-30,2014-06-30,,"",Many measurements not taken due to time constraints.,,20210113T180025Z,RELEASE-2021
a21abe7d-784d-4a79-a201-85a7169ded65,2A9DDBAD8B704FA7A2F8D734E5A06E4F,BART_062.mammalGrid.mam,D01,BART,BART_062,2014-06-30,2014-06-30,,NEON.DOC.000481vD,"",,20210113T180025Z,RELEASE-2021
5f2b919c-f0e2-445f-93f6-83c17caef9c2,2BA40415925E491980F4223A6827DDBB,BART_001.mammalGrid.mam,D01,BART,BART_001,2014-06-30,2014-06-30,,"","",,20210113T180025Z,RELEASE-2021
301dcccd-f5bc-430f-ac03-17432299b35a,41CD1AAE5D45436997F6CB720B9CF1B1,BART_007.mammalGrid.mam,D01,BART,BART_007,2014-07-01,2014-07-01,,,,,20210113T181309Z,RELEASE-2021
0cd42047-39c4-4c03-a262-ab285848352b,C298E46344344B3F93F5DEC4FBAC59FA,BART_015.mammalGrid.mam,D01,BART,BART_015,2014-07-01,2014-07-01,,,,,20210113T181309Z,RELEASE-2021
4ef96f59-1852-42b6-98dc-bbf653450e96,F0FC72EA8E3A4AA1876E37BECF608D70,BART_007.mammalGrid.mam,D01,BART,BART_007,2014-07-02,2014-07-02,,,,,20210113T181309Z,RELEASE-2021
657eeabe-cea7-4b47-bff6-2eb73b679272,B91E9ABD60234CFD88D219341250F6E9,BART_015.mammalGrid.mam,D01,BART,BART_015,2014-07-02,2014-07-02,,,,,20210113T181309Z,RELEASE-2021
b7201dbe-7085-43a4-bd2a-12430c503447,D02B22D166FD4E3A9AF8B8A0BFF5842F,BART_007.mammalGrid.mam,D01,BART,BART_007,2014-07-03,2014-07-03,,,,,20210113T181309Z,RELEASE-2021
31ddac0d-8886-441e-9072-f9e6dcd1addd,F1468003E4594CC7924C65727F70FB13,BART_015.mammalGrid.mam,D01,BART,BART_015,2014-07-03,2014-07-03,,,,,20210113T181309Z,RELEASE-2021
3ad78ccd-7b5c-4b52-8702-480b616579a2,FCF52D98B7E1489291104DC5BCC5E526,BART_012.mammalGrid.mam,D01,BART,BART_012,2014-08-25,2014-08-25,,,"",,20210113T180057Z,RELEASE-2021
ac01e806-4fb4-4950-bb56-ad1dd929bd2f,F4A16158CB1A41AC93A2495C3FE45B22,BART_062.mammalGrid.mam,D01,BART,BART_062,2014-08-25,2014-08-25,,,"",,20210113T180057Z,RELEASE-2021
29934f53-eaf9-4152-80de-c5d9baf44bb9,E38ADBC4E1EF423B904CE8D49D05205C,BART_001.mammalGrid.mam,D01,BART,BART_001,2014-08-25,2014-08-25,,,"",,20210113T180057Z,RELEASE-2021
cb1b390b-6066-4789-8413-16a7c07a2eb3,016A7167B34642259947A4B5F5D76206,BART_001.mammalGrid.mam,D01,BART,BART_001,2014-08-26,2014-08-26,,,"",,20210113T180057Z,RELEASE-2021
a13e2854-7681-4553-9ce8-ebf58c63c5ec,F34C836E820F470C87D4354EF3B31747,BART_012.mammalGrid.mam,D01,BART,BART_012,2014-08-26,2014-08-26,,,"Many traps destroyed by bear, two traps missing.",,20210113T180057Z,RELEASE-2021
3a038af6-a828-4b63-b547-f0ee95e80953,A9D235AD888345179C1D5A4573990444,BART_062.mammalGrid.mam,D01,BART,BART_062,2014-08-27,2014-08-27,,,"",,20210113T180057Z,RELEASE-2021
83b071dd-4b6a-462c-aca5-230e98906a8d,822E83F456714DE3B2AC818FEEC23D42,BART_001.mammalGrid.mam,D01,BART,BART_001,2014-08-27,2014-08-27,,,"",,20210113T180057Z,RELEASE-2021
2d49cf5e-0e25-4a3f-a623-d2f8eb2c55a6,8E1B49A62F5C48BF876D8CE4820B7D82,BART_012.mammalGrid.mam,D01,BART,BART_012,2014-08-27,2014-08-27,,,Grid not set due to extensive bear damage on 8/26,,20210113T180057Z,RELEASE-2021
42fb930a-8398-4a0c-bb09-11d83ac41773,70243528DC7E485B98FE8768F1C9EDCB,BART_015.mammalGrid.mam,D01,BART,BART_015,2014-08-28,2014-08-28,,,"",,20210113T180057Z,RELEASE-2021
e8621f0a-8840-447e-9c48-d6f1201dc562,C31042AE98A64CD091EA1EC26CA30726,BART_007.mammalGrid.mam,D01,BART,BART_007,2014-08-28,2014-08-28,,,"",,20210113T180057Z,RELEASE-2021
3ddaaa28-43f5-42f0-9da0-e20971d35133,CCF6031CA32549958DA993EE00A1F91D,BART_007.mammalGrid.mam,D01,BART,BART_007,2014-08-29,2014-08-29,,,"",,20210113T180057Z,RELEASE-2021
024c32d6-4a53-4aae-94d9-ca4f92794c33,DD2B511C33804F0FABADFF5683CD3F66,BART_015.mammalGrid.mam,D01,BART,BART_015,2014-08-29,2014-08-29,,,"",,20210113T180057Z,RELEASE-2021
73f47b97-a10d-4f94-8839-7e69e8dd2786,15EE49B237E64E41AC1ACACB2F14D9EF,BART_015.mammalGrid.mam,D01,BART,BART_015,2014-08-30,2014-08-30,,,"",,20210113T180057Z,RELEASE-2021
375cc00c-7f01-4cd9-ba19-a11b50862bd1,8893C2BAD664427791E6E04E3A21A5B6,BART_007.mammalGrid.mam,D01,BART,BART_007,2014-08-30,2014-08-30,,,"",,20210113T180057Z,RELEASE-2021
d74448de-24b4-4a66-b11a-30c2efd04ca7,826433E5B81C45AB98F0A501C3744DC3,BART_012.mammalGrid.mam,D01,BART,BART_012,2014-10-20,2014-10-20,,,"",,20210113T181354Z,RELEASE-2021
1771b9ce-96c3-4928-94e1-2a35a17cf3fb,442BB3A8D9E14F84922AF3DC13B9B2A6,BART_062.mammalGrid.mam,D01,BART,BART_062,2014-10-20,2014-10-20,,,"",,20210113T181354Z,RELEASE-2021
4a95c113-42fd-44eb-85cb-b199afd39cb6,3F040F93FEC540EAA303E8F1CD4557A8,BART_001.mammalGrid.mam,D01,BART,BART_001,2014-10-20,2014-10-20,,,"",,20210113T181354Z,RELEASE-2021
210748c0-7921-4e56-85a6-f81df483e5a4,2AC1C0B047984891B7B115140B25B2B9,BART_001.mammalGrid.mam,D01,BART,BART_001,2014-10-21,2014-10-21,,,"",,20210113T181354Z,RELEASE-2021
c42cc8e1-8f74-4a3c-a0b8-ab56da62cbcf,546E3755A1884E25B9831A674FAC267A,BART_012.mammalGrid.mam,D01,BART,BART_012,2014-10-21,2014-10-21,,,"",,20210113T181354Z,RELEASE-2021
665d2388-e25c-45f3-95a4-dad997ba65d6,B332DD2ED8494AD2ABCCCC6CC454240E,BART_062.mammalGrid.mam,D01,BART,BART_062,2014-10-22,2014-10-22,,,"",,20210113T181354Z,RELEASE-2021
1fb838d4-f0b6-417e-bcee-adb4ff0716ba,54584C0E49E348E8981ADB5753EAAD3E,BART_001.mammalGrid.mam,D01,BART,BART_001,2014-10-22,2014-10-22,,,"",,20210113T181354Z,RELEASE-2021
e0e0be7e-7a70-4ba3-afb4-70478eb84f07,22F89A6A5FDD45258883BE03BB2FA800,BART_012.mammalGrid.mam,D01,BART,BART_012,2014-10-22,2014-10-22,,,Note on back of datasheet says 'R1816 and following animals were limited processing due to time & weather' but no record for an animal with that tag # from this grid/bout. There also does not seem to be evidence of limited processing on 10/22,,20210113T181354Z,RELEASE-2021
70c56b57-3896-401a-b0f9-349cbd1ac309,BB602AB9498C4ADBB68E379B21C4DB62,BART_015.mammalGrid.mam,D01,BART,BART_015,2014-10-23,2014-10-23,,,"",,20210113T181354Z,RELEASE-2021
143f0a10-d769-44b8-8242-2a74db0dbd65,18641AA8A38F4DFC84066908B259E123,BART_007.mammalGrid.mam,D01,BART,BART_007,2014-10-23,2014-10-23,,,"",,20210113T181354Z,RELEASE-2021
fac72965-b6c6-4d6c-98c2-2d0db2e31f77,B40E711B8ACF445A89C85D1854F52250,BART_007.mammalGrid.mam,D01,BART,BART_007,2014-10-24,2014-10-24,,,Traps not set due to deaths on 20141023,,20210113T181354Z,RELEASE-2021
a1fc5788-0cbe-4d45-b89d-22e676e68717,79C7D9C68C27466BBB7816E0FC2E71DA,BART_015.mammalGrid.mam,D01,BART,BART_015,2014-10-24,2014-10-24,,,Grid not set due to impassable creek crossing,,20210113T181354Z,RELEASE-2021
8ac9f728-aa18-4a22-b7d3-e86bd68909b7,372FDC3C466641548A18056F66399996,BART_015.mammalGrid.mam,D01,BART,BART_015,2014-10-25,2014-10-25,,,Limited processing on all animals recaptured during this bout. Full processing on all new captures.,,20210113T181354Z,RELEASE-2021
2a14a354-290f-4dbe-bb34-ccd272c6e217,887223ACF0B44450AD78061ED800A719,BART_007.mammalGrid.mam,D01,BART,BART_007,2014-10-25,2014-10-25,,,Traps not set due to deaths on 20141023,,20210113T181354Z,RELEASE-2021
5115883e-29af-42da-8ea2-c28e3948b5a3,E6B11A3AB4D1443291EBDD7A07DA3F5F,BART_015.mammalGrid.mam,D01,BART,BART_015,2015-06-17,2015-06-17,,,,,20210113T181232Z,RELEASE-2021
db78413f-110c-4023-8c6d-2709c880e0ab,CDC72C73481C482AA66E6F597859404D,BART_062.mammalGrid.mam,D01,BART,BART_062,2015-06-17,2015-06-17,,,,,20210113T181232Z,RELEASE-2021
59e00077-fdd7-4cd5-b650-564616f62b50,69D61D4C34B847E8A1584E8DE5CD2754,BART_012.mammalGrid.mam,D01,BART,BART_012,2015-06-17,2015-06-17,,,,,20210113T181232Z,RELEASE-2021
cf79e4e1-67c6-40f3-8cde-304fc8401fb8,B7FBB6C5EA3748D2A2F8E3EB8F98000F,BART_062.mammalGrid.mam,D01,BART,BART_062,2015-06-18,2015-06-18,,,,,20210113T181232Z,RELEASE-2021
8e927d1e-7e88-4474-b352-e67d3a4fd84b,BC6D034D98A245FAA6E78CB9A11DFB35,BART_015.mammalGrid.mam,D01,BART,BART_015,2015-06-18,2015-06-18,,,,,20210113T181232Z,RELEASE-2021
08ea218f-f0f7-4e12-a5f8-72538b23e5cf,734602679DD444F496054CF5480E1104,BART_012.mammalGrid.mam,D01,BART,BART_012,2015-06-18,2015-06-18,,,,,20210113T181232Z,RELEASE-2021
05d81a33-a565-4159-ab50-81b7abf5cf57,CA8A5ABE7D1244048C141423CCDB04BA,BART_012.mammalGrid.mam,D01,BART,BART_012,2015-06-19,2015-06-19,,,,,20210113T181232Z,RELEASE-2021
22dd44ae-cbd0-41f3-99f4-1e8c09956c8a,DB6A1984521C458E85249DD49A7140B9,BART_015.mammalGrid.mam,D01,BART,BART_015,2015-06-19,2015-06-19,,,,,20210113T181232Z,RELEASE-2021
bb6edcf3-25c3-41ab-af0e-2a7e0a80b55d,13A62D1777AC4CEABE68505A337A3CB4,BART_062.mammalGrid.mam,D01,BART,BART_062,2015-06-19,2015-06-19,,,,,20210113T181232Z,RELEASE-2021
67a0784f-53d3-4a42-ad08-c3a48e2ba392,33630FF032374F3EBBBADD13FC6C99F9,BART_084.mammalGrid.mam,D01,BART,BART_084,2015-06-20,2015-06-20,,,,,20210113T181232Z,RELEASE-2021
fd0c5adc-999a-46da-beee-31d64705de20,DA3CEA5040904AA6B3D1DC0AC463F8FB,BART_007.mammalGrid.mam,D01,BART,BART_007,2015-06-20,2015-06-20,,,,,20210113T181232Z,RELEASE-2021
f7763162-5fe4-4b6f-8bcb-47514aa7dafa,6D5D9647B12247528AE17163683D5C3D,BART_001.mammalGrid.mam,D01,BART,BART_001,2015-06-20,2015-06-20,,,,,20210113T181232Z,RELEASE-2021
e14e8b59-56ca-4032-9545-7a0dbc97f127,C116535420CC45C491A2353670C6AB1E,BART_062.mammalGrid.mam,D01,BART,BART_062,2015-07-16,2015-07-16,,,,,20210113T180130Z,RELEASE-2021
e76c4002-79c5-4d4c-8a35-f3fbb1aa97df,02DF3E9261B6443080CDFF33A91E8AAB,BART_012.mammalGrid.mam,D01,BART,BART_012,2015-07-16,2015-07-16,,,,,20210113T180130Z,RELEASE-2021
7013a946-74fd-40b3-bad5-39ca08df2bec,82A6AD8AAB494A5E9C5A343334673339,BART_015.mammalGrid.mam,D01,BART,BART_015,2015-07-16,2015-07-16,,,,,20210113T180130Z,RELEASE-2021
a5d66993-c544-4b67-87f8-d3b0a193e2c9,FA6FEB93E5CB4F97B487346703EE16A4,BART_015.mammalGrid.mam,D01,BART,BART_015,2015-07-17,2015-07-17,,,,,20210113T180130Z,RELEASE-2021
3c5bcc7f-9f44-4a02-9413-56674c2273b1,F188FDC4B64F4211B630DCCB70C9BA96,BART_062.mammalGrid.mam,D01,BART,BART_062,2015-07-17,2015-07-17,,,,,20210113T180130Z,RELEASE-2021
5a2265bf-14e1-47a6-9404-cc09fbe474fe,134D5FBC3EC945599879F61965A0E4DC,BART_012.mammalGrid.mam,D01,BART,BART_012,2015-07-17,2015-07-17,,,,,20210113T180130Z,RELEASE-2021
81c2d03e-c25a-486e-8c38-106026cf8dbd,9D057DDA10C0449E8465E541E6DF3119,BART_062.mammalGrid.mam,D01,BART,BART_062,2015-07-18,2015-07-18,,,,,20210113T180130Z,RELEASE-2021
e9b9f26e-9300-400a-8ead-85cd326fed1a,123F9271D9404871BDD47E3A9FC7F02E,BART_012.mammalGrid.mam,D01,BART,BART_012,2015-07-18,2015-07-18,,,,,20210113T180130Z,RELEASE-2021
a3b76a07-ea05-4ae8-b811-48e36ea8eaaa,112113A838FA4B1F8F1E0367A4D70952,BART_015.mammalGrid.mam,D01,BART,BART_015,2015-07-18,2015-07-18,,,,,20210113T180130Z,RELEASE-2021
848a5997-de41-4e0a-83fe-8e427a280238,3EF7BCE3E57545AC82202C270669AC4D,BART_001.mammalGrid.mam,D01,BART,BART_001,2015-07-19,2015-07-19,,,,,20210113T180130Z,RELEASE-2021
af0b2fdf-f02d-44bb-9937-194bcfc5b5da,DA10598F525A48E596FA33FAA517EE6D,BART_007.mammalGrid.mam,D01,BART,BART_007,2015-07-19,2015-07-19,,,,,20210113T180130Z,RELEASE-2021
63c64338-5ecb-4d17-8468-a3699b6f14ec,B1A0EFE801DB4BF6BE0A518AF6400937,BART_084.mammalGrid.mam,D01,BART,BART_084,2015-07-19,2015-07-19,,,,,20210113T180130Z,RELEASE-2021
937aca11-73b7-4665-a87b-6b0727dcab46,8EBC6D91D8AD4440BE47751C17165970,BART_062.mammalGrid.mam,D01,BART,BART_062,2015-09-18,2015-09-18,,,,,20210113T181330Z,RELEASE-2021
fb5715cd-e93e-40ca-9c23-1f4baa4f6576,D2EF85EEE48F41FABEB9896C9851B9BD,BART_012.mammalGrid.mam,D01,BART,BART_012,2015-09-18,2015-09-18,,,,,20210113T181330Z,RELEASE-2021
3b129927-529a-4950-b0c4-6ce03d2a7255,86319DC3C2104280A02620F63D0823BF,BART_062.mammalGrid.mam,D01,BART,BART_062,2015-09-19,2015-09-19,,,,,20210113T181330Z,RELEASE-2021
e6281545-05d4-49c3-875a-bfd8583de376,23651A9942FD4E12B9B87982A106DEB8,BART_015.mammalGrid.mam,D01,BART,BART_015,2015-09-19,2015-09-19,,,,,20210113T181330Z,RELEASE-2021
98ac11ac-ad04-46cd-9d44-9ca54c018697,C54726DE9FD244BAA5B33EFC440E473B,BART_012.mammalGrid.mam,D01,BART,BART_012,2015-09-19,2015-09-19,,,,,20210113T181330Z,RELEASE-2021
013890e8-5f8a-40b2-97dc-9dec3bbec74a,6ED3CB162F014E25A99B5D8B7C862CA0,BART_062.mammalGrid.mam,D01,BART,BART_062,2015-09-20,2015-09-20,,,,,20210113T181330Z,RELEASE-2021
70cc0e5e-98a9-4441-8ec1-2a28416a7a24,C9F4D6630D584085A8AD9E7AFF20562E,BART_012.mammalGrid.mam,D01,BART,BART_012,2015-09-20,2015-09-20,,,,,20210113T181330Z,RELEASE-2021
3485ce6a-943e-4ba6-bab1-5b1d2a6c6908,AC502572605649B39054CB2EAD79793C,BART_015.mammalGrid.mam,D01,BART,BART_015,2015-09-20,2015-09-20,,,,,20210113T181330Z,RELEASE-2021
0a4e8137-2330-4a55-8aaa-79dc765b4ed4,05A6D4546B7244BEA65744F99BB6773D,BART_001.mammalGrid.mam,D01,BART,BART_001,2015-09-21,2015-09-21,,,,,20210113T181330Z,RELEASE-2021
923fd24d-9af0-4501-ab54-430a834aaef1,61FAD73FC5C34525BB35F409DCCE8124,BART_007.mammalGrid.mam,D01,BART,BART_007,2015-09-21,2015-09-21,,,,,20210113T181330Z,RELEASE-2021
d12b9ce9-8dc6-468b-9ad3-0c010b9f733f,3B258B754A32440ABA4BDF5F6F880122,BART_084.mammalGrid.mam,D01,BART,BART_084,2015-09-21,2015-09-21,,,,,20210113T181330Z,RELEASE-2021
cd3e5e0c-d9f5-4cdd-a064-dea2fd614380,C866C326AC9845CBA7494038EE758EEC,BART_062.mammalGrid.mam,D01,BART,BART_062,2015-10-14,2015-10-14,,,,,20210113T180032Z,RELEASE-2021
3d6d0287-4f6f-4a70-acc8-122b8647e422,1EAF8CEAE4FC4B6697A01749C21D7A8A,BART_012.mammalGrid.mam,D01,BART,BART_012,2015-10-14,2015-10-14,,,,,20210113T180032Z,RELEASE-2021
613e306c-2fc4-455c-a877-f93f3a423e15,64DA97724A1A423994C33C15627C553E,BART_015.mammalGrid.mam,D01,BART,BART_015,2015-10-14,2015-10-14,,,,,20210113T180032Z,RELEASE-2021
b2fd0474-0b26-4824-8d47-b0e85a409a29,ADED5A0803734A55B9245EC79F63C035,BART_012.mammalGrid.mam,D01,BART,BART_012,2015-10-15,2015-10-15,,,,,20210113T180032Z,RELEASE-2021
6eedc3b6-48e9-4256-95a9-e2b56fd56ee1,BCC86099B75E47979FFBA96486340D86,BART_015.mammalGrid.mam,D01,BART,BART_015,2015-10-15,2015-10-15,,,,,20210113T180032Z,RELEASE-2021
b5000d0a-c3ed-4939-9163-d23cd1e7f916,252F694B91B84C19BD4115F34D3DF852,BART_062.mammalGrid.mam,D01,BART,BART_062,2015-10-15,2015-10-15,,,,,20210113T180032Z,RELEASE-2021
bd053891-f588-4fb2-8014-1b33e64efe05,3F680B7EC5574ADBA53F23E510FF68CE,BART_012.mammalGrid.mam,D01,BART,BART_012,2015-10-18,2015-10-18,,,,,20210113T180032Z,RELEASE-2021
96995574-3a1a-478d-89ee-7484629ceadf,417C7A5A68D6408C97B4E34BEEEF204E,BART_062.mammalGrid.mam,D01,BART,BART_062,2015-10-18,2015-10-18,,,,,20210113T180032Z,RELEASE-2021
a0dad638-56d3-40b4-824f-b1b6a079d7d9,7FA6237E9B6049679B4D71E2D005548E,BART_015.mammalGrid.mam,D01,BART,BART_015,2015-10-18,2015-10-18,,,,,20210113T180032Z,RELEASE-2021
d07cf788-8c4a-445d-b153-bf41ecce8a81,E27AB1C893C64F5C962FFF887CC7A3FF,BART_007.mammalGrid.mam,D01,BART,BART_007,2015-10-19,2015-10-19,,,,,20210113T180032Z,RELEASE-2021
8b3f29cc-c3a3-4fbd-85c5-88419c0a9d79,C67405DB3ABB4101B964C53264EDFCA6,BART_084.mammalGrid.mam,D01,BART,BART_084,2015-10-19,2015-10-19,,,,,20210113T180032Z,RELEASE-2021
79328555-db1b-49a3-8f23-8a65c896f164,C126A7405E9B4EF59D44219EACB5045C,BART_001.mammalGrid.mam,D01,BART,BART_001,2015-10-19,2015-10-19,,,,,20210113T180032Z,RELEASE-2021
48756702-f6e9-4e45-b5f0-f52a5ba5abf8,962C1D9C4FB74A00BF7BA6FD6A038F28,BART_015.mammalGrid.mam,D01,BART,BART_015,2016-05-12,2016-05-12,,NEON.DOC.000481vG,,,20210113T181234Z,RELEASE-2021
24b60963-ebb6-4ee9-8092-6d0ce310d60c,197E8273B6E041DB8C6B830768025085,BART_012.mammalGrid.mam,D01,BART,BART_012,2016-05-12,2016-05-12,,NEON.DOC.000481vG,,,20210113T181234Z,RELEASE-2021
d4538fd7-3ed4-47d3-9a45-910344fed109,538C64697A274492A77CFFBC3722316B,BART_062.mammalGrid.mam,D01,BART,BART_062,2016-05-12,2016-05-12,,NEON.DOC.000481vG,,,20210113T181234Z,RELEASE-2021
11a9c34d-86ad-4985-9f93-665f765f4faf,DB5F719BC15B48778F12E94805B2E689,BART_062.mammalGrid.mam,D01,BART,BART_062,2016-05-13,2016-05-13,,NEON.DOC.000481vG,,,20210113T181234Z,RELEASE-2021
b8ef77a2-acee-4456-9399-8c18d4518a32,EB8D9DE21E244B45A57A33740BEF41DF,BART_012.mammalGrid.mam,D01,BART,BART_012,2016-05-13,2016-05-13,,NEON.DOC.000481vG,,,20210113T181234Z,RELEASE-2021
ac4921a4-f02c-47fc-88b5-a772156f188f,2A0D0A9AB433488E836689AB135FB6E8,BART_015.mammalGrid.mam,D01,BART,BART_015,2016-05-13,2016-05-13,,NEON.DOC.000481vG,,,20210113T181234Z,RELEASE-2021
0244cf1e-5844-4c01-88ce-eda194e7b64b,887A28AB6E3D4A9EBDCF5FBDC54F05F8,BART_062.mammalGrid.mam,D01,BART,BART_062,2016-05-14,2016-05-14,,NEON.DOC.000481vG,,,20210113T181234Z,RELEASE-2021
0bf93d4f-e69b-4349-9c5e-78385c9058d2,155BA54F74A646078F733E7231FDE325,BART_012.mammalGrid.mam,D01,BART,BART_012,2016-05-14,2016-05-14,,NEON.DOC.000481vG,,,20210113T181234Z,RELEASE-2021
f3d2099f-e25e-4ad2-be97-4bc793208a9d,1EE47C8B095245189189878667BFF731,BART_084.mammalGrid.mam,D01,BART,BART_084,2016-05-15,2016-05-15,,NEON.DOC.000481vG,,,20210113T181234Z,RELEASE-2021
df1d4c45-c753-4525-9d54-b61adf910e0b,8F7E3D39637E4423ACF90F32A018F5A0,BART_001.mammalGrid.mam,D01,BART,BART_001,2016-05-15,2016-05-15,,NEON.DOC.000481vG,,,20210113T181234Z,RELEASE-2021
f470ef06-3eef-4013-b78f-06c283ed1edf,420C123BDBDF4DCF9CE1294DF038848C,BART_007.mammalGrid.mam,D01,BART,BART_007,2016-05-15,2016-05-15,,NEON.DOC.000481vG,,,20210113T181234Z,RELEASE-2021
07603da1-93e6-41d0-990d-ecd8c39a8e6c,1571B09CED9340E69FE7779AD3C01252,BART_062.mammalGrid.mam,D01,BART,BART_062,2016-07-07,2016-07-07,,NEON.DOC.000481vH,,,20210113T181331Z,RELEASE-2021
0e450e8b-5a4b-47f1-afd0-a6f058811b5d,D1D691D051C44361A954EC945A0BBB26,BART_012.mammalGrid.mam,D01,BART,BART_012,2016-07-07,2016-07-07,,NEON.DOC.000481vH,,,20210113T181331Z,RELEASE-2021
1b81c242-0b38-4f99-965d-f4d51269be6d,5094EE2B3AD44F569E43090A88571C1F,BART_015.mammalGrid.mam,D01,BART,BART_015,2016-07-07,2016-07-07,,NEON.DOC.000481vH,,,20210113T181331Z,RELEASE-2021
01df677b-ebf9-4e76-9edf-25c5c65cec06,4BEF5ED104954750B38F41355B1F3BAF,BART_062.mammalGrid.mam,D01,BART,BART_062,2016-07-08,2016-07-08,,NEON.DOC.000481vH,,,20210113T181331Z,RELEASE-2021
abd0832d-40bd-4310-914d-b89510884a2b,F59574F2A6F6417D80F424FFB4DA17FC,BART_001.mammalGrid.mam,D01,BART,BART_001,2016-07-08,2016-07-08,,NEON.DOC.000481vH,,,20210113T181331Z,RELEASE-2021
9b362117-8f92-4c45-862d-b19f1bd877a8,25E58680E1E444489B3ED6331217C3BA,BART_015.mammalGrid.mam,D01,BART,BART_015,2016-07-08,2016-07-08,,NEON.DOC.000481vH,,,20210113T181331Z,RELEASE-2021
f25d5d52-3052-4932-96ac-7b4adef563d2,144B3BB4D1A0402194C21B723EAC3350,BART_062.mammalGrid.mam,D01,BART,BART_062,2016-07-09,2016-07-09,,NEON.DOC.000481vH,,,20210113T181331Z,RELEASE-2021
