"scientificName","mean_wgt","sd_to_use"
"DM",43.9325861217785,6.89211918397585
"DO",47.2072165078065,8.02181418118849
"DS",114.596183736,24.0837891766485
"PB",31.3275038983002,7.03628611684754
"PE",21.9275038124096,3.79596074218022
"PF",7,0.949716159867634
"PM",26.5,3.3166247903554
"PP",16.5955401852196,3.32568189153541
"RM",10.5555555555556,2.24179415327122
