"id","english_common_name","sporder","family","genus","species","subspecies","Scientific","Sequence","Order_","FamilyName","Family","Subfamily","Tribe","CommonName","Authority","BirdLifeTa","RedListCat","Synonyms","Alternativ","TaxonomicN","SISRecID","hand_match_notes","hand_match_confident"
"sp5190","House Finch","Passeriformes","Fringillidae","Haemorhous","mexicanus",NA,"Haemorhous mexicanus",10152,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","House Finch","(Müller, 1776)","R","LC","Carpodacus mexicanus",NA,"Haemorhous mexicanus (del Hoyo and Collar 2016) was previously placed in the genus Carpodacus following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22720563,NA,NA
"sp5170","Purple Finch","Passeriformes","Fringillidae","Haemorhous","purpureus",NA,"Haemorhous purpureus",10154,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","Purple Finch","(Gmelin, 1789)","R","LC","Carpodacus purpureus",NA,"Haemorhous purpureus (del Hoyo and Collar 2016) was previously placed in the genus Carpodacus following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22720553,NA,NA
"sp5180","Cassin's Finch","Passeriformes","Fringillidae","Haemorhous","cassinii",NA,"Haemorhous cassinii",10153,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","Cassin's Finch","(Baird, 1854)","R","LC","Carpodacus cassinii",NA,"Haemorhous cassinii (del Hoyo and Collar 2016) was previously placed in the genus Carpodacus following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22720560,NA,NA
"sp5280","Common Redpoll","Passeriformes","Fringillidae","Acanthis","flammea",NA,"Acanthis flammea",10206,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","Redpoll","(Linnaeus, 1758)","R","LC","Carduelis flammea","Common Redpoll","Acanthis flammea (del Hoyo and Collar 2016) was previously placed in the genus Carduelis following Ottvall et al. (2002).",22725044,NA,NA
"sp5210","Red Crossbill","Passeriformes","Fringillidae","Loxia","curvirostra",NA,"Loxia curvirostra",10209,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","Red Crossbill","Linnaeus, 1758","R","LC",NA,"Common Crossbill, Crossbill",NA,22720646,NA,NA
"sp5210","Red Crossbill","Passeriformes","Fringillidae","Loxia","curvirostra","japonica","Loxia curvirostra",10209,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","Red Crossbill","Linnaeus, 1758","R","LC",NA,"Common Crossbill, Crossbill",NA,22720646,NA,NA
"sp5220","White-winged Crossbill","Passeriformes","Fringillidae","Loxia","leucoptera","leucoptera","Loxia leucoptera",10210,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","Two-barred Crossbill","Gmelin, 1789","R","LC",NA,"White-winged Crossbill",NA,22728944,NA,NA
"sp5220","White-winged Crossbill","Passeriformes","Fringillidae","Loxia","leucoptera","bifasciata","Loxia leucoptera",10210,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","Two-barred Crossbill","Gmelin, 1789","R","LC",NA,"White-winged Crossbill",NA,22728944,NA,NA
"sp5261","European Goldfinch","Passeriformes","Fringillidae","Carduelis","carduelis",NA,"Carduelis carduelis",10214,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","European Goldfinch","(Linnaeus, 1758)","R","LC",NA,NA,"Carduelis carduelis and C. caniceps (del Hoyo and Collar 2016) were previously lumped as C. carduelis following AERC TAC (2003); AOU (1998 & supplements); Christidis & Boles (2008); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990,",103764950,NA,NA
"sp5330","Pine Siskin","Passeriformes","Fringillidae","Spinus","pinus",NA,"Spinus pinus",10228,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","Pine Siskin","(Wilson, 1810)","R","LC","Carduelis pinus",NA,"Spinus pinus (del Hoyo and Collar 2016) was previously placed in the genus Carduelis following AOU (1998 & supplements); Cramp et al. (1977-1994); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22720359,NA,NA
"sp5300","Lesser Goldfinch","Passeriformes","Fringillidae","Spinus","psaltria","witti","Spinus psaltria",10230,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","Lesser Goldfinch","(Say, 1823)","R","LC","Carduelis psaltria",NA,"Spinus psaltria (del Hoyo and Collar 2016) was previously placed in the genus Carduelis following AOU (1998 & supplements); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22720410,NA,NA
"sp5300","Lesser Goldfinch","Passeriformes","Fringillidae","Spinus","psaltria",NA,"Spinus psaltria",10230,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","Lesser Goldfinch","(Say, 1823)","R","LC","Carduelis psaltria",NA,"Spinus psaltria (del Hoyo and Collar 2016) was previously placed in the genus Carduelis following AOU (1998 & supplements); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22720410,NA,NA
"sp5310","Lawrence's Goldfinch","Passeriformes","Fringillidae","Spinus","lawrencei",NA,"Spinus lawrencei",10231,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","Lawrence's Goldfinch","(Cassin, 1852)","R","LC","Carduelis lawrencei",NA,"Spinus lawrencei (del Hoyo and Collar 2016) was previously placed in the genus Carduelis following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22720413,NA,NA
"sp5290","American Goldfinch","Passeriformes","Fringillidae","Spinus","tristis",NA,"Spinus tristis",10229,"PASSERIFORMES","Fringillidae","Finches","Carduelinae","Carduelini","American Goldfinch","(Linnaeus, 1758)","R","LC","Carduelis tristis",NA,"Spinus tristis (del Hoyo and Collar 2016) was previously placed in the genus Carduelis following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22720407,NA,NA
"sp5360","Lapland Longspur","Passeriformes","Calcariidae","Calcarius","lapponicus",NA,"Calcarius lapponicus",10246,"PASSERIFORMES","Calcariidae","Longspurs",NA,NA,"Lapland Longspur","(Linnaeus, 1758)","R","LC",NA,"Lapland Bunting",NA,22721033,NA,NA
"sp5380","Chestnut-collared Longspur","Passeriformes","Calcariidae","Calcarius","ornatus",NA,"Calcarius ornatus",10247,"PASSERIFORMES","Calcariidae","Longspurs",NA,NA,"Chestnut-collared Longspur","(Townsend, 1837)","R","VU",NA,NA,NA,22721040,NA,NA
"sp5370","Smith's Longspur","Passeriformes","Calcariidae","Calcarius","pictus",NA,"Calcarius pictus",10248,"PASSERIFORMES","Calcariidae","Longspurs",NA,NA,"Smith's Longspur","(Swainson, 1832)","R","LC",NA,NA,NA,22721037,NA,NA
"sp5390","McCown's Longspur","Passeriformes","Calcariidae","Rhynchophanes","mccownii",NA,"Rhynchophanes mccownii",10249,"PASSERIFORMES","Calcariidae","Longspurs",NA,NA,"Thick-billed Longspur","(Lawrence, 1851)","R","LC","Calcarius mccownii","McCown's Longspur",NA,22721025,NA,NA
"sp5340","Snow Bunting","Passeriformes","Calcariidae","Plectrophenax","nivalis",NA,"Plectrophenax nivalis",10250,"PASSERIFORMES","Calcariidae","Longspurs",NA,NA,"Snow Bunting","(Linnaeus, 1758)","R","LC",NA,NA,NA,22721043,NA,NA
"sp5860","Olive Sparrow","Passeriformes","Passerellidae","Arremonops","rufivirgatus",NA,"Arremonops rufivirgatus",10317,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Olive Sparrow","(Lawrence, 1851)","R","LC",NA,NA,NA,22721392,NA,NA
"sp5900","Green-tailed Towhee","Passeriformes","Passerellidae","Pipilo","chlorurus",NA,"Pipilo chlorurus",10357,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Green-tailed Towhee","(Audubon, 1839)","R","LC",NA,NA,NA,22721304,NA,NA
"sp5880","Spotted Towhee","Passeriformes","Passerellidae","Pipilo","maculatus","falcifer","Pipilo maculatus",10358,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Spotted Towhee","Swainson, 1827","R","LC",NA,NA,"Pipilo maculatus and P. socorroensis (del Hoyo and Collar 2016) were previously lumped as P. maculatus following AOU (1998 & supplements); Stotz et al. (1996).",103772680,NA,NA
"sp5880","Spotted Towhee","Passeriformes","Passerellidae","Pipilo","maculatus",NA,"Pipilo maculatus",10358,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Spotted Towhee","Swainson, 1827","R","LC",NA,NA,"Pipilo maculatus and P. socorroensis (del Hoyo and Collar 2016) were previously lumped as P. maculatus following AOU (1998 & supplements); Stotz et al. (1996).",103772680,NA,NA
"sp5870","Eastern Towhee","Passeriformes","Passerellidae","Pipilo","erythrophthalmus",NA,"Pipilo erythrophthalmus",10360,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Eastern Towhee","(Linnaeus, 1758)","R","LC",NA,NA,NA,22721310,NA,NA
"sp5800","Rufous-crowned Sparrow","Passeriformes","Passerellidae","Aimophila","ruficeps",NA,"Aimophila ruficeps",10409,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Rufous-crowned Sparrow","(Cassin, 1852)","R","LC",NA,NA,NA,22721288,NA,NA
"sp5910","Canyon Towhee","Passeriformes","Passerellidae","Melozone","fusca",NA,"Melozone fusca",10400,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Canyon Towhee","(Swainson, 1827)","R","LC","Pipilo fuscus",NA,"Melozone fusca (del Hoyo and Collar 2016) was previously listed as M. fuscus following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721331,NA,NA
"sp5911","California Towhee","Passeriformes","Passerellidae","Melozone","crissalis","crissalis","Melozone crissalis",10402,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"California Towhee","(Vigors, 1839)","R","LC","Pipilo crissalis",NA,NA,22721323,NA,NA
"sp5920","Abert's Towhee","Passeriformes","Passerellidae","Melozone","aberti",NA,"Melozone aberti",10403,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Abert's Towhee","(Baird, 1852)","R","LC","Pipilo aberti",NA,NA,22721315,NA,NA
"sp5790","Rufous-winged Sparrow","Passeriformes","Passerellidae","Peucaea","carpalis",NA,"Peucaea carpalis",10310,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Rufous-winged Sparrow","(Coues, 1873)","R","LC","Aimophila carpalis",NA,NA,22721280,NA,NA
"sp5760","Botteri's Sparrow","Passeriformes","Passerellidae","Peucaea","botterii",NA,"Peucaea botterii",10314,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Botteri's Sparrow","(Sclater, 1858)","R","LC","Aimophila botterii",NA,NA,22721264,NA,NA
"sp5780","Cassin's Sparrow","Passeriformes","Passerellidae","Peucaea","cassinii",NA,"Peucaea cassinii",10315,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Cassin's Sparrow","(Woodhouse, 1852)","R","LC","Aimophila cassinii",NA,NA,22721272,NA,NA
"sp5750","Bachman's Sparrow","Passeriformes","Passerellidae","Peucaea","aestivalis",NA,"Peucaea aestivalis",10316,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Bachman's Sparrow","(Lichtenstein, 1823)","R","NT","Aimophila aestivalis",NA,NA,22721256,NA,NA
"sp5600","Chipping Sparrow","Passeriformes","Passerellidae","Spizella","passerina",NA,"Spizella passerina",10297,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Chipping Sparrow","(Bechstein, 1798)","R","LC",NA,NA,NA,22721162,NA,NA
"sp5610","Clay-colored Sparrow","Passeriformes","Passerellidae","Spizella","pallida",NA,"Spizella pallida",10298,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Clay-colored Sparrow","(Swainson, 1832)","R","LC",NA,"Clay-coloured Sparrow",NA,22721165,NA,NA
"sp5620","Brewer's Sparrow","Passeriformes","Passerellidae","Spizella","breweri",NA,"Spizella breweri",10301,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Brewer's Sparrow","Cassin, 1856","R","LC",NA,NA,NA,22734705,NA,NA
"sp5630","Field Sparrow","Passeriformes","Passerellidae","Spizella","pusilla",NA,"Spizella pusilla",10300,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Field Sparrow","(Wilson, 1810)","R","LC",NA,NA,NA,22721179,NA,NA
"sp5650","Black-chinned Sparrow","Passeriformes","Passerellidae","Spizella","atrogularis",NA,"Spizella atrogularis",10299,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Black-chinned Sparrow","(Cabanis, 1851)","R","LC",NA,NA,NA,22721185,NA,NA
"sp5400","Vesper Sparrow","Passeriformes","Passerellidae","Pooecetes","gramineus",NA,"Pooecetes gramineus",10432,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Vesper Sparrow","(Gmelin, 1789)","R","LC",NA,NA,NA,22721188,NA,NA
"sp5520","Lark Sparrow","Passeriformes","Passerellidae","Chondestes","grammacus",NA,"Chondestes grammacus",10305,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Lark Sparrow","(Say, 1823)","R","LC",NA,NA,NA,22721191,NA,NA
"sp5730","Black-throated Sparrow","Passeriformes","Passerellidae","Amphispiza","bilineata",NA,"Amphispiza bilineata",10303,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Black-throated Sparrow","(Cassin, 1850)","R","LC",NA,NA,NA,22721194,NA,NA
"sp5738","Sagebrush Sparrow","Passeriformes","Passerellidae","Artemisiospiza","nevadensis",NA,"Artemisiospiza nevadensis",10430,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Sagebrush Sparrow","(Ridgway, 1874)","R","LC",NA,NA,"Artemisiospiza belli and A. nevadensis (del Hoyo and Collar 2016) were previously placed in the genus Amphispiza and lumped as A. belli following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",103780166,NA,NA
"sp5739","Bell's Sparrow","Passeriformes","Passerellidae","Artemisiospiza","belli",NA,"Artemisiospiza belli",10431,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Bell's Sparrow","(Cassin, 1850)","R","LC",NA,NA,"Artemisiospiza belli and A. nevadensis (del Hoyo and Collar 2016) were previously placed in the genus Amphispiza and lumped as A. belli following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",103780113,NA,NA
"sp6050","Lark Bunting","Passeriformes","Passerellidae","Calamospiza","melanocorys",NA,"Calamospiza melanocorys",10306,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Lark Bunting","Stejneger, 1885","R","LC",NA,NA,NA,22721049,NA,NA
"sp5420","Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis",NA,"Passerculus sandwichensis",10434,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Savannah Sparrow","(Gmelin, 1789)","R","LC",NA,NA,"Passerculus sandwichensis, P. guttatus, P. sanctorum and P. rostratus (del Hoyo and Collar 2016) were previously lumped as P. sandwichensis following AERC TAC (2003); AOU (1998 & supplements).",103780243,NA,NA
"sp5420","Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis","oblitus","Passerculus sandwichensis",10434,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Savannah Sparrow","(Gmelin, 1789)","R","LC",NA,NA,"Passerculus sandwichensis, P. guttatus, P. sanctorum and P. rostratus (del Hoyo and Collar 2016) were previously lumped as P. sandwichensis following AERC TAC (2003); AOU (1998 & supplements).",103780243,NA,NA
"sp5420","Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis","beldingi","Passerculus sandwichensis",10434,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Savannah Sparrow","(Gmelin, 1789)","R","LC",NA,NA,"Passerculus sandwichensis, P. guttatus, P. sanctorum and P. rostratus (del Hoyo and Collar 2016) were previously lumped as P. sandwichensis following AERC TAC (2003); AOU (1998 & supplements).",103780243,NA,NA
"sp5420","Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis","atratus","Passerculus sandwichensis",10434,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Savannah Sparrow","(Gmelin, 1789)","R","LC",NA,NA,"Passerculus sandwichensis, P. guttatus, P. sanctorum and P. rostratus (del Hoyo and Collar 2016) were previously lumped as P. sandwichensis following AERC TAC (2003); AOU (1998 & supplements).",103780243,NA,NA
"sp5420","Savannah Sparrow","Passeriformes","Passerellidae","Passerculus","sandwichensis","princeps","Passerculus sandwichensis",10434,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Savannah Sparrow","(Gmelin, 1789)","R","LC",NA,NA,"Passerculus sandwichensis, P. guttatus, P. sanctorum and P. rostratus (del Hoyo and Collar 2016) were previously lumped as P. sandwichensis following AERC TAC (2003); AOU (1998 & supplements).",103780243,NA,NA
"sp5460","Grasshopper Sparrow","Passeriformes","Passerellidae","Ammodramus","savannarum",NA,"Ammodramus savannarum",10321,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Grasshopper Sparrow","(Gmelin, 1789)","R","LC",NA,NA,NA,22721144,NA,NA
"sp5460","Grasshopper Sparrow","Passeriformes","Passerellidae","Ammodramus","savannarum","floridanus","Ammodramus savannarum",10321,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Grasshopper Sparrow","(Gmelin, 1789)","R","LC",NA,NA,NA,22721144,NA,NA
"sp5460","Grasshopper Sparrow","Passeriformes","Passerellidae","Ammodramus","savannarum","pratensis","Ammodramus savannarum",10321,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Grasshopper Sparrow","(Gmelin, 1789)","R","LC",NA,NA,NA,22721144,NA,NA
"sp5480","LeConte's Sparrow","Passeriformes","Passerellidae","Ammospiza","leconteii",NA,"Ammospiza leconteii",10426,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Le Conte's Sparrow","(Audubon, 1843)","R","LC","Ammodramus leconteii",NA,"Ammospiza leconteii (del Hoyo and Collar 2016) was previously placed in the genus Ammodramus following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721135,NA,NA
"sp5500","Seaside Sparrow","Passeriformes","Passerellidae","Ammospiza","maritima","peninsulae","Ammospiza maritima",10427,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Seaside Sparrow","(Wilson, 1811)","R","LC","Ammodramus maritima; Ammodramus maritimus",NA,"Ammospiza caudacuta (del Hoyo and Collar 2016) was previously placed in the genus Ammodramus and listed as A. maritimus following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721123,NA,NA
"sp5500","Seaside Sparrow","Passeriformes","Passerellidae","Ammospiza","maritima","maritimus","Ammospiza maritima",10427,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Seaside Sparrow","(Wilson, 1811)","R","LC","Ammodramus maritima; Ammodramus maritimus",NA,"Ammospiza caudacuta (del Hoyo and Collar 2016) was previously placed in the genus Ammodramus and listed as A. maritimus following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721123,NA,NA
"sp5491","Nelson's Sparrow","Passeriformes","Passerellidae","Ammospiza","nelsoni",NA,"Ammospiza nelsoni",10428,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Nelson's Sparrow","Allen, 1875","R","LC","Ammodramus nelsoni","Nelson's Sharp-tailed Sparrow","Ammospiza nelsoni (del Hoyo and Collar 2016) was previously placed in the genus Ammodramus following AOU (1998 & supplements).",22728393,NA,NA
"sp5490","Saltmarsh Sparrow","Passeriformes","Passerellidae","Ammospiza","caudacuta",NA,"Ammospiza caudacuta",10429,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Saltmarsh Sparrow","(Gmelin, 1788)","R","EN","Ammodramus caudacutus","Saltmarsh Sharp-tailed Sparrow","Ammospiza caudacuta (del Hoyo and Collar 2016) was previously placed in the genus Ammodramus and listed as A. caudacutus following AOU (1998 & supplements).",22721129,NA,NA
"sp5850","Fox Sparrow","Passeriformes","Passerellidae","Passerella","iliaca","schistacea","Passerella iliaca",10421,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Red Fox-sparrow","(Merrem, 1786)","R","LC",NA,NA,"Passerella iliaca, P. unalaschcensis, P. schistacea and P. megarhyncha (del Hoyo and Collar 2016) were previously lumped as P. iliaca following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); Sibley & Monroe (1990, 1993); Stotz et al",103779110,NA,NA
"sp5850","Fox Sparrow","Passeriformes","Passerellidae","Passerella","iliaca",NA,"Passerella iliaca",10421,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Red Fox-sparrow","(Merrem, 1786)","R","LC",NA,NA,"Passerella iliaca, P. unalaschcensis, P. schistacea and P. megarhyncha (del Hoyo and Collar 2016) were previously lumped as P. iliaca following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); Sibley & Monroe (1990, 1993); Stotz et al",103779110,NA,NA
"sp5850","Fox Sparrow","Passeriformes","Passerellidae","Passerella","iliaca","megarhyncha","Passerella iliaca",10421,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Red Fox-sparrow","(Merrem, 1786)","R","LC",NA,NA,"Passerella iliaca, P. unalaschcensis, P. schistacea and P. megarhyncha (del Hoyo and Collar 2016) were previously lumped as P. iliaca following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); Sibley & Monroe (1990, 1993); Stotz et al",103779110,NA,NA
"sp5850","Fox Sparrow","Passeriformes","Passerellidae","Passerella","iliaca","iliaca","Passerella iliaca",10421,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Red Fox-sparrow","(Merrem, 1786)","R","LC",NA,NA,"Passerella iliaca, P. unalaschcensis, P. schistacea and P. megarhyncha (del Hoyo and Collar 2016) were previously lumped as P. iliaca following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); Sibley & Monroe (1990, 1993); Stotz et al",103779110,NA,NA
"sp5850","Fox Sparrow","Passeriformes","Passerellidae","Passerella","iliaca","unalaschensis","Passerella iliaca",10421,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Red Fox-sparrow","(Merrem, 1786)","R","LC",NA,NA,"Passerella iliaca, P. unalaschcensis, P. schistacea and P. megarhyncha (del Hoyo and Collar 2016) were previously lumped as P. iliaca following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); Sibley & Monroe (1990, 1993); Stotz et al",103779110,NA,NA
"sp5810","Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia","pusillula","Melospiza melodia",10441,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Song Sparrow","(Wilson, 1810)","R","LC","Zonotrichia melodia",NA,NA,22721058,NA,NA
"sp5810","Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia","samuelis","Melospiza melodia",10441,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Song Sparrow","(Wilson, 1810)","R","LC","Zonotrichia melodia",NA,NA,22721058,NA,NA
"sp5810","Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia",NA,"Melospiza melodia",10441,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Song Sparrow","(Wilson, 1810)","R","LC","Zonotrichia melodia",NA,NA,22721058,NA,NA
"sp5810","Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia","gouldii","Melospiza melodia",10441,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Song Sparrow","(Wilson, 1810)","R","LC","Zonotrichia melodia",NA,NA,22721058,NA,NA
"sp5810","Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia","maxillaris","Melospiza melodia",10441,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Song Sparrow","(Wilson, 1810)","R","LC","Zonotrichia melodia",NA,NA,22721058,NA,NA
"sp5810","Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia","micronyx","Melospiza melodia",10441,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Song Sparrow","(Wilson, 1810)","R","LC","Zonotrichia melodia",NA,NA,22721058,NA,NA
"sp5810","Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia","maxima","Melospiza melodia",10441,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Song Sparrow","(Wilson, 1810)","R","LC","Zonotrichia melodia",NA,NA,22721058,NA,NA
"sp5830","Lincoln's Sparrow","Passeriformes","Passerellidae","Melospiza","lincolnii",NA,"Melospiza lincolnii",10442,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Lincoln's Sparrow","(Audubon, 1834)","R","LC","Zonotrichia lincolnii",NA,NA,22721064,NA,NA
"sp5840","Swamp Sparrow","Passeriformes","Passerellidae","Melospiza","georgiana",NA,"Melospiza georgiana",10443,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Swamp Sparrow","(Latham, 1790)","R","LC","Zonotrichia georgiana",NA,NA,22721070,NA,NA
"sp5580","White-throated Sparrow","Passeriformes","Passerellidae","Zonotrichia","albicollis",NA,"Zonotrichia albicollis",10418,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"White-throated Sparrow","(Gmelin, 1789)","R","LC",NA,NA,NA,22721085,NA,NA
"sp5530","Harris's Sparrow","Passeriformes","Passerellidae","Zonotrichia","querula",NA,"Zonotrichia querula",10417,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Harris's Sparrow","(Nuttall, 1840)","R","NT",NA,NA,NA,22721082,NA,NA
"sp5540","White-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","leucophrys","pugetensis","Zonotrichia leucophrys",10419,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"White-crowned Sparrow","(Forster, 1772)","R","LC",NA,NA,NA,22721088,NA,NA
"sp5540","White-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","leucophrys","gambelii","Zonotrichia leucophrys",10419,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"White-crowned Sparrow","(Forster, 1772)","R","LC",NA,NA,NA,22721088,NA,NA
"sp5540","White-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","leucophrys","oriantha","Zonotrichia leucophrys",10419,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"White-crowned Sparrow","(Forster, 1772)","R","LC",NA,NA,NA,22721088,NA,NA
"sp5540","White-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","leucophrys","leucophrys","Zonotrichia leucophrys",10419,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"White-crowned Sparrow","(Forster, 1772)","R","LC",NA,NA,NA,22721088,NA,NA
"sp5540","White-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","leucophrys","nuttalli","Zonotrichia leucophrys",10419,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"White-crowned Sparrow","(Forster, 1772)","R","LC",NA,NA,NA,22721088,NA,NA
"sp5570","Golden-crowned Sparrow","Passeriformes","Passerellidae","Zonotrichia","atricapilla",NA,"Zonotrichia atricapilla",10420,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Golden-crowned Sparrow","(Gmelin, 1789)","R","LC",NA,NA,NA,22721091,NA,NA
