"id","english_common_name","sporder","family","genus","species","subspecies","Scientific","Sequence","Order_","FamilyName","Family","Subfamily","Tribe","CommonName","Authority","BirdLifeTa","RedListCat","Synonyms","Alternativ","TaxonomicN","SISRecID","hand_match_notes","hand_match_confident"
"sp5677","(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis","cismontanus","Junco hyemalis",10412,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Dark-eyed Junco","(Linnaeus, 1758)","R","LC",NA,NA,"Junco hyemalis and J. insularis (del Hoyo and Collar 2016) were previously lumped as J. hyemalis following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994).",22721097,NA,NA
"sp5677","(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis",NA,"Junco hyemalis",10412,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Dark-eyed Junco","(Linnaeus, 1758)","R","LC",NA,NA,"Junco hyemalis and J. insularis (del Hoyo and Collar 2016) were previously lumped as J. hyemalis following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994).",22721097,NA,NA
"sp5677","(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis","mearnsi","Junco hyemalis",10412,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Dark-eyed Junco","(Linnaeus, 1758)","R","LC",NA,NA,"Junco hyemalis and J. insularis (del Hoyo and Collar 2016) were previously lumped as J. hyemalis following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994).",22721097,NA,NA
"sp5677","(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis","caniceps","Junco hyemalis",10412,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Dark-eyed Junco","(Linnaeus, 1758)","R","LC",NA,NA,"Junco hyemalis and J. insularis (del Hoyo and Collar 2016) were previously lumped as J. hyemalis following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994).",22721097,NA,NA
"sp5677","(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis","carolinensis","Junco hyemalis",10412,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Dark-eyed Junco","(Linnaeus, 1758)","R","LC",NA,NA,"Junco hyemalis and J. insularis (del Hoyo and Collar 2016) were previously lumped as J. hyemalis following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994).",22721097,NA,NA
"sp5677","(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis","dorsalis","Junco hyemalis",10412,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Dark-eyed Junco","(Linnaeus, 1758)","R","LC",NA,NA,"Junco hyemalis and J. insularis (del Hoyo and Collar 2016) were previously lumped as J. hyemalis following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994).",22721097,NA,NA
"sp5677","(unid. race) Dark-eyed Junco","Passeriformes","Passerellidae","Junco","hyemalis","aikeni","Junco hyemalis",10412,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Dark-eyed Junco","(Linnaeus, 1758)","R","LC",NA,NA,"Junco hyemalis and J. insularis (del Hoyo and Collar 2016) were previously lumped as J. hyemalis following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994).",22721097,NA,NA
"sp5700","Yellow-eyed Junco","Passeriformes","Passerellidae","Junco","phaeonotus",NA,"Junco phaeonotus",10414,"PASSERIFORMES","Passerellidae","New World sparrows",NA,NA,"Yellow-eyed Junco","Wagler, 1831","R","LC",NA,NA,"Junco phaeonotus and J. bairdi (del Hoyo and Collar 2016) were previously lumped as J. phaeonotus following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",103778667,NA,NA
"sp6830","Yellow-breasted Chat","Passeriformes","Icteriidae","Icteria","virens",NA,"Icteria virens",10447,"PASSERIFORMES","Icteridae","New World blackbirds","Icteriinae",NA,"Yellow-breasted Chat","(Linnaeus, 1758)","R","LC",NA,NA,NA,22722057,NA,NA
"sp4970","Yellow-headed Blackbird","Passeriformes","Icteridae","Xanthocephalus","xanthocephalus",NA,"Xanthocephalus xanthocephalus",10448,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Xanthocephalini","Yellow-headed Blackbird","(Bonaparte, 1826)","R","LC",NA,NA,NA,22724169,NA,NA
"sp4940","Bobolink","Passeriformes","Icteridae","Dolichonyx","oryzivorus",NA,"Dolichonyx oryzivorus",10449,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Xanthocephalini","Bobolink","(Linnaeus, 1758)","R","LC",NA,NA,NA,22724367,NA,NA
"sp5010","Eastern Meadowlark","Passeriformes","Icteridae","Sturnella","magna",NA,"Sturnella magna",10451,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Sturnellini","Eastern Meadowlark","(Linnaeus, 1758)","R","NT",NA,NA,NA,22735434,NA,NA
"sp5010","Eastern Meadowlark","Passeriformes","Icteridae","Sturnella","magna","alticola","Sturnella magna",10451,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Sturnellini","Eastern Meadowlark","(Linnaeus, 1758)","R","NT",NA,NA,NA,22735434,NA,NA
"sp5010","Eastern Meadowlark","Passeriformes","Icteridae","Sturnella","magna","lilianae","Sturnella magna",10451,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Sturnellini","Eastern Meadowlark","(Linnaeus, 1758)","R","NT",NA,NA,NA,22735434,NA,NA
"sp5011","Western Meadowlark","Passeriformes","Icteridae","Sturnella","neglecta",NA,"Sturnella neglecta",10450,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Sturnellini","Western Meadowlark","Audubon, 1844","R","LC",NA,NA,NA,22724256,NA,NA
"sp5060","Orchard Oriole","Passeriformes","Icteridae","Icterus","spurius","fuertesi","Icterus spurius",10505,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Icterini","Orchard Oriole","(Linnaeus, 1766)","R","LC",NA,NA,"Icterus spurius and I. fuertesi (del Hoyo and Collar 2016) were previously lumped as I. spurius following AOU (1998 & supplements); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",103793298,NA,NA
"sp5060","Orchard Oriole","Passeriformes","Icteridae","Icterus","spurius",NA,"Icterus spurius",10505,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Icterini","Orchard Oriole","(Linnaeus, 1766)","R","LC",NA,NA,"Icterus spurius and I. fuertesi (del Hoyo and Collar 2016) were previously lumped as I. spurius following AOU (1998 & supplements); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",103793298,NA,NA
"sp5050","Hooded Oriole","Passeriformes","Icteridae","Icterus","cucullatus",NA,"Icterus cucullatus",10503,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Icterini","Hooded Oriole","Swainson, 1827","R","LC",NA,NA,NA,22724131,NA,NA
"sp5032","Spot-breasted Oriole","Passeriformes","Icteridae","Icterus","pectoralis",NA,"Icterus pectoralis",10496,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Icterini","Spot-breasted Oriole","(Wagler, 1829)","R","LC",NA,NA,NA,22724105,NA,NA
"sp5031","Altamira Oriole","Passeriformes","Icteridae","Icterus","gularis","yucatanensis","Icterus gularis",10489,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Icterini","Altamira Oriole","(Wagler, 1829)","R","LC",NA,NA,NA,22724108,NA,NA
"sp5030","Audubon's Oriole","Passeriformes","Icteridae","Icterus","graduacauda",NA,"Icterus graduacauda",10485,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Icterini","Audubon's Oriole","Lesson, 1839","R","LC",NA,NA,NA,22724081,NA,NA
"sp5070","Baltimore Oriole","Passeriformes","Icteridae","Icterus","galbula",NA,"Icterus galbula",10491,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Icterini","Baltimore Oriole","(Linnaeus, 1758)","R","LC",NA,NA,NA,22724126,NA,NA
"sp5040","Scott's Oriole","Passeriformes","Icteridae","Icterus","parisorum",NA,"Icterus parisorum",10484,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Cacicini","Scott's Oriole","Bonaparte, 1838","R","LC",NA,NA,NA,22724160,NA,NA
"sp4980","Red-winged Blackbird","Passeriformes","Icteridae","Agelaius","phoeniceus",NA,"Agelaius phoeniceus",10522,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Red-winged Blackbird","(Linnaeus, 1766)","R","LC",NA,NA,NA,22724191,NA,NA
"sp5000","Tricolored Blackbird","Passeriformes","Icteridae","Agelaius","tricolor",NA,"Agelaius tricolor",10521,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Tricolored Blackbird","(Audubon, 1837)","R","EN",NA,"Tricoloured Blackbird",NA,22724196,NA,NA
"sp4961","Shiny Cowbird","Passeriformes","Icteridae","Molothrus","bonariensis","minimus","Molothrus bonariensis",10526,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Shiny Cowbird","(Gmelin, 1789)","R","LC",NA,NA,NA,22724345,NA,NA
"sp4961","Shiny Cowbird","Passeriformes","Icteridae","Molothrus","bonariensis",NA,"Molothrus bonariensis",10526,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Shiny Cowbird","(Gmelin, 1789)","R","LC",NA,NA,NA,22724345,NA,NA
"sp4961","Shiny Cowbird","Passeriformes","Icteridae","Molothrus","bonariensis","bonariensis","Molothrus bonariensis",10526,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Shiny Cowbird","(Gmelin, 1789)","R","LC",NA,NA,NA,22724345,NA,NA
"sp4960","Bronzed Cowbird","Passeriformes","Icteridae","Molothrus","aeneus","aeneus","Molothrus aeneus",10528,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Bronzed Cowbird","(Wagler, 1829)","R","LC",NA,NA,"Molothrus aeneus and M. armenti (del Hoyo and Collar 2016) were previously lumped as M. aeneus following AOU (1998 & supplements); SACC (2005 & updates); Sibley & Monroe (1990, 1993).",22732035,NA,NA
"sp4950","Brown-headed Cowbird","Passeriformes","Icteridae","Molothrus","ater","obscurus","Molothrus ater",10527,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Brown-headed Cowbird","(Boddaert, 1783)","R","LC",NA,NA,NA,22724354,NA,NA
"sp4950","Brown-headed Cowbird","Passeriformes","Icteridae","Molothrus","ater","artemisiae","Molothrus ater",10527,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Brown-headed Cowbird","(Boddaert, 1783)","R","LC",NA,NA,NA,22724354,NA,NA
"sp4950","Brown-headed Cowbird","Passeriformes","Icteridae","Molothrus","ater",NA,"Molothrus ater",10527,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Brown-headed Cowbird","(Boddaert, 1783)","R","LC",NA,NA,NA,22724354,NA,NA
"sp5090","Rusty Blackbird","Passeriformes","Icteridae","Euphagus","carolinus",NA,"Euphagus carolinus",10533,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Rusty Blackbird","(Müller, 1776)","R","VU",NA,NA,NA,22724329,NA,NA
"sp5100","Brewer's Blackbird","Passeriformes","Icteridae","Euphagus","cyanocephalus",NA,"Euphagus cyanocephalus",10534,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Brewer's Blackbird","(Wagler, 1829)","R","LC",NA,NA,NA,22724332,NA,NA
"sp5110","Common Grackle","Passeriformes","Icteridae","Quiscalus","quiscula",NA,"Quiscalus quiscula",10535,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Common Grackle","(Linnaeus, 1758)","R","NT",NA,NA,NA,22724320,NA,NA
"sp5130","Boat-tailed Grackle","Passeriformes","Icteridae","Quiscalus","major",NA,"Quiscalus major",10539,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Boat-tailed Grackle","Vieillot, 1819","R","LC",NA,NA,NA,22724311,NA,NA
"sp5120","Great-tailed Grackle","Passeriformes","Icteridae","Quiscalus","mexicanus",NA,"Quiscalus mexicanus",10540,"PASSERIFORMES","Icteridae","New World blackbirds","Icterinae","Agelaini","Great-tailed Grackle","(Gmelin, 1788)","R","LC",NA,NA,NA,22724308,NA,NA
"sp6740","Ovenbird","Passeriformes","Parulidae","Seiurus","aurocapilla",NA,"Seiurus aurocapilla",10562,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Ovenbird","(Linnaeus, 1766)","R","LC","Seiurus aurocapillus",NA,NA,22721779,NA,NA
"sp6390","Worm-eating Warbler","Passeriformes","Parulidae","Helmitheros","vermivorum",NA,"Helmitheros vermivorum",10563,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Worm-eating Warbler","(Gmelin, 1789)","R","LC","Helmitheros vermivorus",NA,NA,22721768,NA,NA
"sp6760","Louisiana Waterthrush","Passeriformes","Parulidae","Parkesia","motacilla",NA,"Parkesia motacilla",10564,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Louisiana Waterthrush","(Vieillot, 1809)","R","LC","Seiurus motacilla",NA,NA,22721803,NA,NA
"sp6750","Northern Waterthrush","Passeriformes","Parulidae","Parkesia","noveboracensis",NA,"Parkesia noveboracensis",10565,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Northern Waterthrush","(Gmelin, 1789)","R","LC","Seiurus motacilla",NA,NA,22721793,NA,NA
"sp6420","Golden-winged Warbler","Passeriformes","Parulidae","Vermivora","chrysoptera",NA,"Vermivora chrysoptera",10567,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Golden-winged Warbler","(Linnaeus, 1766)","R","NT",NA,NA,NA,22721618,NA,NA
"sp6410","Blue-winged Warbler","Passeriformes","Parulidae","Vermivora","cyanoptera",NA,"Vermivora cyanoptera",10568,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Blue-winged Warbler","(Linnaeus, 1766)","R","LC","Vermivora pinus",NA,NA,22721610,NA,NA
"sp6360","Black-and-white Warbler","Passeriformes","Parulidae","Mniotilta","varia",NA,"Mniotilta varia",10569,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Black-and-white Warbler","(Linnaeus, 1766)","R","LC",NA,"Black-and-White Warbler",NA,22721758,NA,NA
"sp6370","Prothonotary Warbler","Passeriformes","Parulidae","Protonotaria","citrea",NA,"Protonotaria citrea",10570,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Prothonotary Warbler","(Boddaert, 1783)","R","LC",NA,NA,NA,22721765,NA,NA
"sp6380","Swainson's Warbler","Passeriformes","Parulidae","Limnothlypis","swainsonii",NA,"Limnothlypis swainsonii",10571,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Swainson's Warbler","(Audubon, 1834)","R","LC",NA,NA,NA,22721776,NA,NA
"sp6780","Connecticut Warbler","Passeriformes","Parulidae","Oporornis","agilis",NA,"Oporornis agilis",10581,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Connecticut Warbler","(Wilson, 1812)","R","LC","Geothlypis agilis",NA,NA,22721818,NA,NA
"sp6800","MacGillivray's Warbler","Passeriformes","Parulidae","Geothlypis","tolmiei",NA,"Geothlypis tolmiei",10586,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"MacGillivray's Warbler","(Townsend, 1839)","R","LC","Geothlypis tolmiei; Oporornis tolmiei",NA,"Geothlypis tolmiei (del Hoyo and Collar 2016) was previously placed in the genus Oporornis following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721830,NA,NA
"sp6790","Mourning Warbler","Passeriformes","Parulidae","Geothlypis","philadelphia",NA,"Geothlypis philadelphia",10587,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Mourning Warbler","(Wilson, 1810)","R","LC","Geothlypis philadelphia; Oporornis philadelphia",NA,"Geothlypis philadelphia (del Hoyo and Collar 2016) was previously placed in the genus Oporornis following AOU (1998 & supplements); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721824,NA,NA
"sp6770","Kentucky Warbler","Passeriformes","Parulidae","Geothlypis","formosa",NA,"Geothlypis formosa",10588,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Kentucky Warbler","(Wilson, 1811)","R","LC","Geothlypis formosus; Oporornis formosus",NA,"Geothlypis formosa (del Hoyo and Collar 2016) was previously placed in the genus Oporornis and listed as O. formosus following AOU (1998 & supplements); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721812,NA,NA
"sp6810","Common Yellowthroat","Passeriformes","Parulidae","Geothlypis","trichas",NA,"Geothlypis trichas",10595,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Common Yellowthroat","(Linnaeus, 1766)","R","LC",NA,NA,NA,22721836,NA,NA
"sp6810","Common Yellowthroat","Passeriformes","Parulidae","Geothlypis","trichas","scirpicola","Geothlypis trichas",10595,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Common Yellowthroat","(Linnaeus, 1766)","R","LC",NA,NA,NA,22721836,NA,NA
"sp6810","Common Yellowthroat","Passeriformes","Parulidae","Geothlypis","trichas","occidentalis","Geothlypis trichas",10595,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Common Yellowthroat","(Linnaeus, 1766)","R","LC",NA,NA,NA,22721836,NA,NA
"sp6840","Hooded Warbler","Passeriformes","Parulidae","Setophaga","citrina",NA,"Setophaga citrina",10601,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Hooded Warbler","(Boddaert, 1783)","R","LC","Wilsonia citrina",NA,"Setophaga citrina (del Hoyo and Collar 2016) was previously placed in the genus Wilsonia following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721876,NA,NA
"sp6870","American Redstart","Passeriformes","Parulidae","Setophaga","ruticilla",NA,"Setophaga ruticilla",10602,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"American Redstart","(Linnaeus, 1758)","R","LC",NA,NA,NA,22721762,NA,NA
"sp6700","Kirtland's Warbler","Passeriformes","Parulidae","Setophaga","kirtlandii",NA,"Setophaga kirtlandii",10603,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Kirtland's Warbler","(Baird, 1852)","R","NT","Dendroica kirtlandii",NA,"Setophaga kirtlandii (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721722,NA,NA
"sp6500","Cape May Warbler","Passeriformes","Parulidae","Setophaga","tigrina",NA,"Setophaga tigrina",10604,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Cape May Warbler","(Gmelin, 1789)","R","LC","Dendroica tigrina",NA,"Setophaga tigrina (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721670,NA,NA
"sp6580","Cerulean Warbler","Passeriformes","Parulidae","Setophaga","cerulea",NA,"Setophaga cerulea",10605,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Cerulean Warbler","(Wilson, 1810)","R","NT","Dendroica cerulea",NA,"Setophaga cerulea (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721740,NA,NA
"sp6480","Northern Parula","Passeriformes","Parulidae","Setophaga","americana",NA,"Setophaga americana",10606,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Northern Parula","(Linnaeus, 1758)","R","LC","Parula americana",NA,"Setophaga americana (del Hoyo and Collar 2016) was previously placed in the genus Parula following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721639,NA,NA
"sp6490","Tropical Parula","Passeriformes","Parulidae","Setophaga","pitiayumi",NA,"Setophaga pitiayumi",10607,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Tropical Parula","(Vieillot, 1817)","R","LC","Parula pitiayumi",NA,"Setophaga pitiayumi and S. graysoni (del Hoyo and Collar 2016) were previously placed in the genus Parula and lumped as P. pitiayumi following AOU (1998 & supplements); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",103798640,NA,NA
"sp6490","Tropical Parula","Passeriformes","Parulidae","Setophaga","pitiayumi","insularis","Setophaga pitiayumi",10607,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Tropical Parula","(Vieillot, 1817)","R","LC","Parula pitiayumi",NA,"Setophaga pitiayumi and S. graysoni (del Hoyo and Collar 2016) were previously placed in the genus Parula and lumped as P. pitiayumi following AOU (1998 & supplements); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",103798640,NA,NA
"sp6570","Magnolia Warbler","Passeriformes","Parulidae","Setophaga","magnolia",NA,"Setophaga magnolia",10609,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Magnolia Warbler","(Wilson, 1811)","R","LC","Dendroica magnolia",NA,"Setophaga magnolia (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721667,NA,NA
"sp6600","Bay-breasted Warbler","Passeriformes","Parulidae","Setophaga","castanea",NA,"Setophaga castanea",10610,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Bay-breasted Warbler","(Wilson, 1810)","R","LC","Dendroica castanea",NA,"Setophaga castanea (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721734,NA,NA
"sp6620","Blackburnian Warbler","Passeriformes","Parulidae","Setophaga","fusca",NA,"Setophaga fusca",10611,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Blackburnian Warbler","(Müller, 1776)","R","LC","Dendroica fusca",NA,"Setophaga fusca (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721695,NA,NA
"sp6520","Yellow Warbler","Passeriformes","Parulidae","Setophaga","petechia",NA,"Setophaga petechia",10612,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"American Yellow Warbler","(Linnaeus, 1766)","R","LC","Dendroica petechia","Golden Warbler, Yellow Warbler","Setophaga petechia (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721657,NA,NA
"sp6520","Yellow Warbler","Passeriformes","Parulidae","Setophaga","petechia","aestiva","Setophaga petechia",10612,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"American Yellow Warbler","(Linnaeus, 1766)","R","LC","Dendroica petechia","Golden Warbler, Yellow Warbler","Setophaga petechia (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721657,NA,NA
"sp6520","Yellow Warbler","Passeriformes","Parulidae","Setophaga","petechia","cruciana","Setophaga petechia",10612,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"American Yellow Warbler","(Linnaeus, 1766)","R","LC","Dendroica petechia","Golden Warbler, Yellow Warbler","Setophaga petechia (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721657,NA,NA
"sp6590","Chestnut-sided Warbler","Passeriformes","Parulidae","Setophaga","pensylvanica",NA,"Setophaga pensylvanica",10613,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Chestnut-sided Warbler","(Linnaeus, 1766)","R","LC","Dendroica pensylvanica",NA,"Setophaga pensylvanica (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721664,NA,NA
"sp6610","Blackpoll Warbler","Passeriformes","Parulidae","Setophaga","striata",NA,"Setophaga striata",10614,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Blackpoll Warbler","(Forster, 1772)","R","NT","Dendroica striata",NA,"Setophaga striata (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721737,NA,NA
"sp6540","Black-throated Blue Warbler","Passeriformes","Parulidae","Setophaga","caerulescens",NA,"Setophaga caerulescens",10615,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Black-throated Blue Warbler","(Gmelin, 1789)","R","LC","Dendroica caerulescens",NA,"Setophaga caerulescens (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721673,NA,NA
"sp6720","Palm Warbler","Passeriformes","Parulidae","Setophaga","palmarum",NA,"Setophaga palmarum",10616,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Palm Warbler","(Gmelin, 1789)","R","LC","Dendroica palmarum",NA,"Setophaga palmarum (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721731,NA,NA
"sp6710","Pine Warbler","Passeriformes","Parulidae","Setophaga","pinus",NA,"Setophaga pinus",10618,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Pine Warbler","(Linnaeus, 1766)","R","LC","Dendroica pinus",NA,"Setophaga pinus (del Hoyo and Collar 2016) was previously placed in the genus Dendroica following AOU (1998 & supplements); Sibley & Monroe (1990, 1993); Stotz et al. (1996).",22721719,NA,NA
"sp6556","(unid. Myrtle/Audubon's) Yellow-rumped Warbler","Passeriformes","Parulidae","Setophaga","coronata",NA,"Setophaga coronata",10620,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Myrtle Warbler","(Linnaeus, 1766)","R","LC","Dendroica coronata",NA,"Setophaga coronata and S. auduboni (del Hoyo and Collar 2016) were previously placed in the genus Dendroica and lumped as D. coronata following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1",103798425,NA,NA
"sp6556","(unid. Myrtle/Audubon's) Yellow-rumped Warbler","Passeriformes","Parulidae","Setophaga","coronata","auduboni","Setophaga coronata",10620,"PASSERIFORMES","Parulidae","New World warblers",NA,NA,"Myrtle Warbler","(Linnaeus, 1766)","R","LC","Dendroica coronata",NA,"Setophaga coronata and S. auduboni (del Hoyo and Collar 2016) were previously placed in the genus Dendroica and lumped as D. coronata following AERC TAC (2003); AOU (1998 & supplements); Cramp et al. (1977-1994); SACC (2005 & updates); Sibley & Monroe (1",103798425,NA,NA
