"","countrynum","statenum","route","routename","active","latitude","longitude","stratum","bcr","routetypeid","routetypedetailid","regionname"
"30",124,76,5,"VERCHÈRES",1,45.72505,-73.40518,18,13,1,1,"Quebec"
"31",124,76,19,"ST CELESTIN",1,46.16008,-72.39422,18,13,1,1,"Quebec"
"32",124,76,22,"ST-MÉTHODE",1,46.04703,-71.07816,28,14,1,1,"Quebec"
"33",124,76,39,"ST URBAIN",1,47.6483,-70.62082,29,12,1,1,"Quebec"
"34",124,76,60,"STE RITA",1,47.94668,-68.91577,28,14,1,1,"Quebec"
"35",124,76,61,"SAINTE PAULA",1,48.56846,-67.6717,28,14,1,1,"Quebec"
"36",124,79,33,"BIGGAR",1,52.23764,-107.97894,30,11,1,1,"Saskatchewan"
"37",840,2,7,"SWAIM",1,34.8680404,-86.2030371,14,24,1,1,"ALABAMA"
"38",840,2,12,"SUNNY EVE",1,33.6076572,-85.7511714,13,28,1,1,"ALABAMA"
"39",840,2,14,"SMYER LAKE",1,33.4549551,-86.6010915,13,28,1,1,"ALABAMA"
"40",840,2,16,"HOWARD",1,33.8481773,-87.5888357,13,27,1,1,"ALABAMA"
"41",840,2,19,"LIBERTY",1,33.4765537,-88.1712189,4,27,1,1,"ALABAMA"
"42",840,2,22,"HARRELL",1,32.442715,-87.2158334,4,27,1,1,"ALABAMA"
"43",840,2,24,"SPRAGUE",1,32.1312407,-86.2754989,4,27,1,1,"ALABAMA"
"44",840,2,35,"MCLELLAN",1,30.9977072,-86.8858316,4,27,1,1,"ALABAMA"
"45",840,2,43,"BLOCTON",1,33.1156047,-87.1007539,13,27,1,1,"ALABAMA"
"46",840,2,45,"WHITEHOUSE",1,34.1311637,-87.7621469,4,27,1,1,"ALABAMA"
"47",840,2,47,"JENA",1,33.1379607,-87.8205274,4,27,1,1,"ALABAMA"
"48",840,2,50,"WHITEHALL",1,32.3276808,-86.7118894,4,27,1,1,"ALABAMA"
"49",840,3,41,"L SALCHA",1,64.5464143,-146.9948586,25,4,1,1,"ALASKA"
"50",840,3,131,"CHINIAK",1,57.5333333,-152.45,96,2,1,1,"ALASKA"
"51",840,3,224,"ZIMOVIA STRT",1,56.4599307,-132.3798899,94,5,1,1,"ALASKA"
"52",840,3,231,"Kodiak 2",1,57.8128265,-152.6177,96,2,1,1,"ALASKA"
"53",840,3,318,"SEVEN LAKES",1,60.5259627,-150.5656383,96,4,1,1,"ALASKA"
"54",840,6,28,"POMERENE",1,32.0343407,-110.3031159,81,34,1,1,"ARIZONA"
"55",840,6,32,"PATAGONIA",1,31.5175977,-110.7949529,81,34,1,1,"ARIZONA"
"56",840,6,122,"CARR MTN",1,33.5656117,-110.9464649,81,34,1,1,"ARIZONA"
"57",840,7,5,"STAMPS",1,33.3755757,-93.4706879,4,25,1,1,"ARKANSAS"
"58",840,7,8,"HUGHES",1,34.9269397,-90.5065699,5,26,1,1,"ARKANSAS"
"59",840,7,10,"SOUTH BEND",1,34.0487397,-91.4995419,5,26,1,1,"ARKANSAS"
"60",840,7,13,"HOLLYWOOD",1,34.0344927,-93.2513959,4,25,1,1,"ARKANSAS"
"61",840,7,19,"SAFFELL",1,35.9114603,-91.3426352,19,26,1,1,"ARKANSAS"
"62",840,7,20,"RUPERT",1,35.6330837,-92.7182699,19,24,1,1,"ARKANSAS"
"63",840,7,22,"COAL HILL",1,35.4263985,-93.6640897,19,25,1,1,"ARKANSAS"
"64",840,7,24,"MASSARD",1,35.3514159,-94.3318236,19,25,1,1,"ARKANSAS"
"65",840,7,28,"COMPTON",1,36.1206137,-93.2802279,19,24,1,1,"ARKANSAS"
"66",840,14,3,"NUBIEBER",1,41.1014068,-121.2571315,85,9,1,1,"CALIFORNIA"
"67",840,14,7,"RED BLUFF",1,40.3520163,-122.3059647,92,32,1,1,"CALIFORNIA"
"68",840,14,21,"HUGHSON",1,37.5947824,-120.860951,91,32,1,1,"CALIFORNIA"
"69",840,14,71,"POINT REYES",1,38.0453507,-122.8668979,93,32,1,1,"CALIFORNIA"
"70",840,14,78,"JOHNSVILLE",1,39.7846537,-120.6326679,66,15,1,1,"CALIFORNIA"
"71",840,14,79,"COHASSET",1,39.9935292,-121.704424,92,32,1,1,"CALIFORNIA"
"72",840,14,88,"COTTONWOOD",1,33.6738577,-115.8016279,82,33,1,1,"CALIFORNIA"
"73",840,14,98,"FOLSOM",1,38.7202247,-121.0356899,92,32,1,1,"CALIFORNIA"
"74",840,14,137,"JACUMBA",1,32.6119997,-116.2002339,90,32,1,1,"CALIFORNIA"
"75",840,14,139,"GREENWATER V",1,36.0509851,-116.5004177,80,33,1,1,"CALIFORNIA"
"76",840,14,151,"LIKELY",1,41.2351468,-120.3368295,85,9,1,1,"CALIFORNIA"
"77",840,14,153,"GOLD HILL",1,38.7687607,-120.9253159,92,32,1,1,"CALIFORNIA"
"78",840,14,155,"WESTLEY",1,37.5141365,-121.1597352,91,32,1,1,"CALIFORNIA"
"79",840,14,161,"TEHAMA",1,40.3357087,-121.9157259,92,32,1,1,"CALIFORNIA"
"80",840,14,173,"LOCKWOOD",1,35.9222607,-121.0644229,92,32,1,1,"CALIFORNIA"
"81",840,14,186,"MARK WEST",1,38.5498734,-122.719303,92,32,1,1,"CALIFORNIA"
"82",840,14,198,"YREKA",1,41.7401687,-122.6334149,85,5,1,1,"CALIFORNIA"
"83",840,14,199,"BARTLE",1,41.2528113,-121.8238479,85,9,1,1,"CALIFORNIA"
"84",840,14,201,"HAT CREEK",1,40.8188497,-121.5700369,66,15,1,1,"CALIFORNIA"
"85",840,17,1,"MAYBELL",1,40.7402199,-108.0883263,86,10,1,1,"COLORADO"
"86",840,17,2,"GREAT DIVIDE",1,40.8403233,-107.6901017,86,10,1,1,"COLORADO"
"87",840,17,4,"HARMONY",1,40.5090827,-105.0392299,87,16,1,1,"COLORADO"
"88",840,17,6,"PINNEO",1,40.2096396,-103.440258,36,18,1,1,"COLORADO"
"89",840,17,11,"CHEESMAN LK",1,39.2209796,-105.2791994,62,16,1,1,"COLORADO"
"90",840,17,14,"ABARR",1,39.8307687,-102.6325909,36,18,1,1,"COLORADO"
"91",840,17,31,"WRAY GULCH",1,40.0653006,-108.4153871,84,16,1,1,"COLORADO"
"92",840,17,35,"HUDSON",1,40.3052417,-104.6963429,36,18,1,1,"COLORADO"
"93",840,17,37,"WAVERLY",1,40.2631147,-102.7182079,36,18,1,1,"COLORADO"
"94",840,17,41,"TARRYALL",1,39.0800627,-105.4160009,62,16,1,1,"COLORADO"
"95",840,18,7,"WILLIMANTIC",1,41.7771877,-72.1354049,12,30,1,1,"CONNECTICUT"
"96",840,18,8,"NO WOODBURY",1,41.5493443,-73.2167392,12,30,1,1,"CONNECTICUT"
"97",840,18,9,"SHERMAN",1,41.5387127,-73.5009399,12,30,1,1,"CONNECTICUT"
"98",840,18,14,"MID HADDAM",1,41.5651229,-72.5906625,12,30,1,1,"CONNECTICUT"
"99",840,18,116,"GRANBY",1,41.8805267,-72.9557559,12,30,1,1,"CONNECTICUT"
"100",840,25,10,"COVINGTON",1,30.2734632,-83.8569684,3,27,1,1,"FLORIDA"
"101",840,25,15,"FT GADSDEN",1,29.9877641,-84.9762879,3,27,1,1,"FLORIDA"
"102",840,25,22,"POLK CITY",1,28.1788407,-81.8605659,2,31,1,1,"FLORIDA"
"103",840,25,27,"FT LONESOME",1,27.6610372,-82.1462286,2,31,1,1,"FLORIDA"
"104",840,25,53,"DEFUNIAK SPR",1,30.7184797,-86.1160696,3,27,1,1,"FLORIDA"
"105",840,25,54,"BETTS",1,30.5335474,-85.2426415,3,27,1,1,"FLORIDA"
"106",840,25,55,"MILLER XRDS",1,30.9498107,-85.7419899,4,27,1,1,"FLORIDA"
"107",840,25,56,"HIXTOWN SWMP",1,30.2929508,-83.6676053,3,27,1,1,"FLORIDA"
"108",840,25,57,"BLOXHAM",1,30.387698,-84.6639032,3,27,1,1,"FLORIDA"
"109",840,25,61,"PINETTA",1,30.5193097,-83.2158819,3,27,1,1,"FLORIDA"
"110",840,25,62,"ALLIGATOR PT",1,29.9468226,-84.340943,3,27,1,1,"FLORIDA"
"111",840,25,67,"PENNYWASH CR",1,28.1011187,-80.8980039,2,31,1,1,"FLORIDA"
"112",840,25,81,"DEVILS GARDN",1,26.5587549,-81.126711,2,31,1,1,"FLORIDA"
"113",840,25,85,"ARIPEKA",1,28.2764097,-82.6352619,2,31,1,1,"FLORIDA"
"114",840,25,87,"WEAVER STN",1,25.9322682,-81.6570333,1,31,1,1,"FLORIDA"
"115",840,27,1,"HARRIETTS BL",1,30.8733817,-81.5755079,3,27,1,1,"GEORGIA"
"116",840,27,28,"HENDERSON",1,32.3776397,-83.7887419,4,27,1,1,"GEORGIA"
"117",840,27,32,"GROVETOWN",1,33.4876538,-82.1997128,11,29,1,1,"GEORGIA"
"118",840,27,33,"LACROSS",1,32.1823297,-84.2682799,4,27,1,1,"GEORGIA"
"119",840,27,36,"BOWDON",1,33.5381995,-85.2533567,11,29,1,1,"GEORGIA"
"120",840,27,38,"TAZEWELL",1,32.3152912,-84.5636584,4,27,1,1,"GEORGIA"
"121",840,27,46,"JULIETTE",1,33.1053145,-83.8122125,11,29,1,1,"GEORGIA"
"122",840,27,50,"RENTZ",1,32.1747043,-82.9529801,4,27,1,1,"GEORGIA"
"123",840,27,52,"PITTS",1,31.9142657,-83.5531469,4,27,1,1,"GEORGIA"
"124",840,27,53,"WORKMORE",1,31.9354092,-82.9391858,4,27,1,1,"GEORGIA"
"125",840,27,57,"BOSTON",1,30.6653217,-83.80112,4,27,1,1,"GEORGIA"
"126",840,27,155,"COFFEE CO",1,31.4577244,-82.8023609,4,27,1,1,"GEORGIA"
"127",840,33,14,"LEADORE",1,44.722359,-113.5203605,65,9,1,1,"IDAHO"
"128",840,33,20,"CRATERS",1,43.4619319,-113.5630006,89,9,1,1,"IDAHO"
"129",840,33,21,"SPRINGFIELD",1,43.1104288,-112.7317982,89,9,1,1,"IDAHO"
"130",840,33,25,"MAGIC MTN",1,42.3311564,-114.2794532,88,9,1,1,"IDAHO"
"131",840,33,27,"POCATELLO",1,42.8548166,-112.519388,88,9,1,1,"IDAHO"
"132",840,33,128,"BLACKFT RES",1,42.9613154,-111.7185508,89,9,1,1,"IDAHO"
"133",840,33,226,"ALMO",1,42.2100017,-113.8402099,88,9,1,1,"IDAHO"
"134",840,33,227,"DANIELS RES",1,42.4988307,-112.3918149,88,9,1,1,"IDAHO"
"135",840,34,1,"GUILFORD",1,42.2101956,-90.0603721,17,23,1,1,"ILLINOIS"
"136",840,34,2,"MILL CREEK",1,42.1593177,-89.3321502,32,22,1,1,"ILLINOIS"
"137",840,34,3,"HOLCOMB",1,42.0711057,-89.0756312,32,22,1,1,"ILLINOIS"
"138",840,34,6,"ITASCA",1,42.0160676,-87.908702,16,22,1,1,"ILLINOIS"
"139",840,34,9,"PUTNAM",1,41.1849333,-89.4568609,32,22,1,1,"ILLINOIS"
"140",840,34,10,"SHEFFIELD",1,41.3504896,-89.7704347,32,22,1,1,"ILLINOIS"
"141",840,34,13,"STREATOR",1,41.0834818,-88.8325718,31,22,1,1,"ILLINOIS"
"142",840,34,15,"ESSEX",1,41.1663407,-88.1852819,31,22,1,1,"ILLINOIS"
"143",840,34,16,"NEWARK",1,41.530722,-88.5743214,31,22,1,1,"ILLINOIS"
"144",840,34,17,"SHERBURNVILL",1,41.2187664,-87.5816027,16,22,1,1,"ILLINOIS"
"145",840,34,20,"STILLWELL",1,40.2137205,-91.1829978,31,22,1,1,"ILLINOIS"
"146",840,34,23,"WILLIAMSFLD",1,40.9170762,-90.0331516,32,22,1,1,"ILLINOIS"
"147",840,34,25,"BARTONVILLE",1,40.6004653,-89.6657014,31,22,1,1,"ILLINOIS"
"148",840,34,29,"MINONK",1,40.9275498,-88.95069,31,22,1,1,"ILLINOIS"
"149",840,34,30,"MONTICELLO",1,40.0787817,-88.5584799,31,22,1,1,"ILLINOIS"
"150",840,34,31,"FAIRBURY",1,40.7143846,-88.5637682,31,22,1,1,"ILLINOIS"
"151",840,34,32,"PONTIAC",1,40.8985328,-88.6754284,31,22,1,1,"ILLINOIS"
"152",840,34,40,"PAWNEE",1,39.5753678,-89.5158088,31,22,1,1,"ILLINOIS"
"153",840,34,41,"CLARKSDALE",1,39.4800841,-89.2690071,31,22,1,1,"ILLINOIS"
"154",840,34,42,"ROSAMOND",1,39.3998674,-89.2049844,31,22,1,1,"ILLINOIS"
"155",840,34,44,"FAIRLAND",1,39.8947071,-88.103613,31,22,1,1,"ILLINOIS"
"156",840,34,46,"BRADBURY",1,39.3149204,-88.195176,31,22,1,1,"ILLINOIS"
"157",840,34,47,"HUMBOLDT",1,39.6153298,-88.3865649,31,22,1,1,"ILLINOIS"
"158",840,34,59,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,"ILLINOIS"
"159",840,34,60,"BREMEN",1,37.9708433,-89.7475091,14,24,1,1,"ILLINOIS"
"160",840,34,61,"BELKNAP",1,37.3198861,-88.9437782,14,24,1,1,"ILLINOIS"
"161",840,34,63,"BEAVERDAM LK",1,37.0730417,-88.5193033,14,24,1,1,"ILLINOIS"
"162",840,35,2,"HEBRON",1,41.3297597,-87.2001879,16,22,1,1,"INDIANA"
"163",840,35,5,"KEWANNA",1,41.0254887,-86.2808379,16,23,1,1,"INDIANA"
"164",840,35,10,"FOWLER",1,40.6790779,-87.3633993,31,22,1,1,"INDIANA"
"165",840,35,11,"W LAFAYETTE",1,40.4076491,-87.0361216,31,22,1,1,"INDIANA"
"166",840,35,13,"GALVESTON",1,40.5842651,-86.1842198,31,22,1,1,"INDIANA"
"167",840,35,14,"THORNTOWN",1,40.1495187,-86.6959256,31,22,1,1,"INDIANA"
"168",840,35,16,"MIDDLETOWN",1,40.0330447,-85.5449749,31,22,1,1,"INDIANA"
"169",840,35,21,"PIMENTO",1,39.3319867,-87.3743359,15,24,1,1,"INDIANA"
"170",840,35,22,"BRAZIL",1,39.5330205,-87.1438756,15,24,1,1,"INDIANA"
"171",840,35,27,"AZALIA",1,39.0836543,-85.9287299,15,24,1,1,"INDIANA"
"172",840,35,28,"SEXTON",1,39.6847217,-85.4688349,31,22,1,1,"INDIANA"
"173",840,35,32,"WASHINGTON",1,38.6841567,-87.1287007,15,24,1,1,"INDIANA"
"174",840,35,35,"INDIAN SPGS",1,38.7744667,-86.7647789,14,24,1,1,"INDIANA"
"175",840,35,39,"CORYDON",1,38.2672943,-86.1463592,14,24,1,1,"INDIANA"
"176",840,36,2,"EXLINE",1,40.6527332,-92.8864804,32,22,1,1,"IOWA"
"177",840,36,6,"BRYANT",1,41.9751747,-90.2964159,32,22,1,1,"IOWA"
"178",840,36,13,"PANTHER",1,41.6586017,-94.1444549,40,11,1,1,"IOWA"
"179",840,36,22,"KANAWHA",1,42.9663334,-93.8524963,40,11,1,1,"IOWA"
"180",840,36,24,"SCRANTON",1,42.041859,-94.571273,40,11,1,1,"IOWA"
"181",840,36,28,"SIOUX CITY",1,42.4902437,-96.3743819,32,22,1,1,"IOWA"
"182",840,36,32,"TITONKA",1,43.2388517,-94.0095139,40,11,1,1,"IOWA"
"183",840,38,8,"ST JOHN",1,37.9271847,-98.8303289,34,19,1,1,"KANSAS"
"184",840,38,12,"LAKIN",1,37.9589257,-101.4316489,36,18,1,1,"KANSAS"
"185",840,38,13,"OLATHE",1,38.8545319,-94.8714265,33,22,1,1,"KANSAS"
"186",840,38,14,"DOVER",1,38.9715017,-95.9097289,33,22,1,1,"KANSAS"
"187",840,38,15,"BARCLAY",1,38.5354618,-95.8576087,33,22,1,1,"KANSAS"
"188",840,38,16,"WREFORD",1,38.9939527,-96.9002609,35,22,1,1,"KANSAS"
"189",840,38,17,"ELLINOR",1,38.3623234,-96.5605733,35,22,1,1,"KANSAS"
"190",840,38,20,"ALBERT",1,38.4636553,-98.9776363,34,19,1,1,"KANSAS"
"191",840,38,26,"GRANTVILLE",1,39.0805438,-95.5671042,32,22,1,1,"KANSAS"
"192",840,38,28,"HANOVER",1,39.9000807,-96.8711409,32,19,1,1,"KANSAS"
"193",840,38,29,"SENECA",1,39.7690906,-96.0269519,32,22,1,1,"KANSAS"
"194",840,38,30,"HOLLENBERG",1,39.9367553,-97.0124144,34,19,1,1,"KANSAS"
"195",840,38,32,"COVERT",1,39.3447742,-98.7508415,34,19,1,1,"KANSAS"
"196",840,38,118,"SOLOMON",1,38.9147327,-97.3687519,33,19,1,1,"KANSAS"
"197",840,39,2,"LOVELACEVILE",1,36.9068375,-88.8622638,4,27,1,1,"KENTUCKY"
"198",840,39,3,"SHILOH",1,36.6896267,-88.1808759,4,27,1,1,"KENTUCKY"
"199",840,39,4,"CANTON",1,36.792622,-87.9605863,14,24,1,1,"KENTUCKY"
"200",840,39,21,"KINGS MTN",1,37.390468,-84.6612332,14,24,1,1,"KENTUCKY"
"201",840,39,25,"MERRIMAC",1,37.4126457,-85.1284099,14,24,1,1,"KENTUCKY"
"202",840,39,44,"EAST UNION",1,38.2051493,-83.9295763,15,24,1,1,"KENTUCKY"
"203",840,42,9,"ROSELAND",1,30.7018587,-90.5110779,4,26,1,1,"LOUISIANA"
"204",840,42,10,"BICKHAM",1,30.8801251,-90.2491541,4,27,1,1,"LOUISIANA"
"205",840,44,3,"BIDDEFORD",1,43.4994247,-70.5150099,12,14,1,1,"MAINE"
"206",840,44,6,"WILSON MILLS",1,44.9258167,-70.9579919,28,14,1,1,"MAINE"
"207",840,44,7,"BETHEL",1,44.6261727,-70.9614079,28,14,1,1,"MAINE"
"208",840,44,13,"HARTFORD",1,44.3340297,-70.2908259,27,14,1,1,"MAINE"
"209",840,46,3,"VINDEX",1,39.4387843,-79.1698659,24,28,1,1,"MARYLAND"
"210",840,46,4,"OLDTOWN",1,39.5429312,-78.6014791,13,28,1,1,"MARYLAND"
"211",840,46,5,"POTOMAC PARK",1,39.6151476,-78.8123259,13,28,1,1,"MARYLAND"
"212",840,46,6,"WILLIAMSPORT",1,39.6129717,-77.8655019,13,28,1,1,"MARYLAND"
"213",840,46,9,"EMMITSBURG",1,39.7148359,-77.3304347,10,29,1,1,"MARYLAND"
"214",840,46,11,"OLNEY",1,39.1514457,-77.0930269,10,29,1,1,"MARYLAND"
"215",840,46,13,"WARFIELDSBRG",1,39.516536,-77.0384304,10,29,1,1,"MARYLAND"
"216",840,46,14,"PLEASANT VAL",1,39.6423121,-77.0236228,10,29,1,1,"MARYLAND"
"217",840,46,15,"BACHMAN MILL",1,39.6359624,-76.9692792,10,29,1,1,"MARYLAND"
"218",840,46,29,"HUGHESVILLE",1,38.5217447,-76.8406989,4,30,1,1,"MARYLAND"
"219",840,46,30,"POMONKEY",1,38.6021387,-77.0780349,4,30,1,1,"MARYLAND"
"220",840,46,31,"POMFRET",1,38.5960742,-77.0558732,4,30,1,1,"MARYLAND"
"221",840,46,35,"MILLINGTON",1,39.276509,-75.7640082,4,30,1,1,"MARYLAND"
"222",840,46,36,"MELITOTA",1,39.2640947,-76.1481269,4,30,1,1,"MARYLAND"
"223",840,46,37,"PINEY NECK",1,39.10312,-76.192383,4,30,1,1,"MARYLAND"
"224",840,46,39,"MATTHEWS",1,38.8211117,-75.9331139,4,30,1,1,"MARYLAND"
"225",840,46,42,"HONGA",1,38.3676908,-76.2432656,4,30,1,1,"MARYLAND"
"226",840,46,44,"VIENNA",1,38.5203297,-75.7964256,4,30,1,1,"MARYLAND"
"227",840,46,47,"COKESBURY",1,38.1651924,-75.5797027,4,30,1,1,"MARYLAND"
"228",840,46,48,"NEWARK",1,38.2256736,-75.2663372,4,30,1,1,"MARYLAND"
"229",840,46,112,"IJAMSVILLE",1,39.2945828,-77.3066703,10,29,1,1,"MARYLAND"
"230",840,46,123,"DAVIDSNVILLE",1,38.9888945,-76.6695275,4,30,1,1,"MARYLAND"
"231",840,46,149,"BERLIN",1,38.3112181,-75.1181628,4,30,1,1,"MARYLAND"
