"siteID","scientificName","abund","oldName","sim"
"end","DM",516,"DM",-99
"end","DO",129,"DO",-99
"end","PB",553,"PB",-99
"end","PE",47,"PE",-99
"end","PF",8,"PF",-99
"end","PI",3,"PI",-99
"end","PM",1,"PM",-99
"end","PP",362,"PP",-99
"end","RM",8,"RM",-99
"end","RO",1,"RO",-99
"start","DM",468,"DM",-99
"start","DO",26,"DO",-99
"start","DS",300,"DS",-99
"start","PE",36,"PE",-99
"start","PF",44,"PF",-99
"start","PM",3,"PM",-99
"start","PP",25,"PP",-99
"start","RM",19,"RM",-99
